"","2001-01-01","2001-02-01","2001-03-01","2001-04-01","2001-05-01","2001-06-01","2001-07-01","2001-08-01","2001-09-01","2001-10-01","2001-11-01","2001-12-01","2002-01-01","2002-02-01","2002-03-01","2002-04-01","2002-05-01","2002-06-01","2002-07-01","2002-08-01","2002-09-01","2002-10-01","2002-11-01","2002-12-01","2003-01-01","2003-02-01","2003-03-01","2003-04-01","2003-05-01","2003-06-01","2003-07-01","2003-08-01","2003-09-01","2003-10-01","2003-11-01","2003-12-01","2004-01-01","2004-02-01","2004-03-01","2004-04-01","2004-05-01","2004-06-01","2004-07-01","2004-08-01","2004-09-01","2004-10-01","2004-11-01","2004-12-01","2005-01-01","2005-02-01","2005-03-01","2005-04-01","2005-05-01","2005-06-01","2005-07-01","2005-08-01","2005-09-01","2005-10-01","2005-11-01","2005-12-01","2006-01-01","2006-02-01","2006-03-01","2006-04-01","2006-05-01","2006-06-01","2006-07-01","2006-08-01","2006-09-01","2006-10-01","2006-11-01","2006-12-01","2007-01-01","2007-02-01","2007-03-01","2007-04-01","2007-05-01","2007-06-01","2007-07-01","2007-08-01","2007-09-01","2007-10-01","2007-11-01","2007-12-01","2008-01-01","2008-02-01","2008-03-01","2008-04-01","2008-05-01","2008-06-01","2008-07-01","2008-08-01","2008-09-01","2008-10-01","2008-11-01","2008-12-01","2009-01-01","2009-02-01","2009-03-01","2009-04-01","2009-05-01","2009-06-01","2009-07-01","2009-08-01","2009-09-01","2009-10-01","2009-11-01","2009-12-01","2010-01-01","2010-02-01","2010-03-01","2010-04-01","2010-05-01","2010-06-01","2010-07-01","2010-08-01","2010-09-01","2010-10-01","2010-11-01","2010-12-01","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01","2012-01-01","2012-02-01","2012-03-01","2012-04-01","2012-05-01","2012-06-01","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01","2015-05-01","2015-06-01","2015-07-01","2015-08-01","2015-09-01","2015-10-01","2015-11-01","2015-12-01","2016-01-01","2016-02-01","2016-03-01","2016-04-01","2016-05-01","2016-06-01","2016-07-01","2016-08-01","2016-09-01","2016-10-01","2016-11-01","2016-12-01","2017-01-01","2017-02-01","2017-03-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-10-01","2017-11-01","2017-12-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01","2023-03-01","2023-04-01","2023-05-01","2023-06-01","2023-07-01","2023-08-01","2023-09-01","2023-10-01","2023-11-01","2023-12-01"
"Share (in %) on ""wirtschaft""&""unsicher""-corpus","7.3269","2.9052","4.79","4.0825","5.8005","5.5847","4.5765","7.18","4.3678","3.4325","3.3925","3.6777","6.3001","5.0611","3.7719","8.6317","5.256","4.481","4.0999","4.6728","10.6898","4.6219","4.191","3.8776","4.5725","3.6257","2.4277","4.2216","4.0513","5.1985","2.8981","5.533","5.2103","6.0807","6.8668","5.2598","4.8905","8.094","4.4268","3.2861","5.5047","5.4989","3.6239","8.8529","9.8098","5.0904","4.2825","5.11","5.2956","7.0582","6.7007","6.6905","7.7752","7.1187","6.5336","9.8506","16.9606","6.1727","12.3885","6.1072","7.1447","6.0144","5.4778","5.8484","3.9837","2.8322","2.2484","7.9332","8.7386","10.3887","9.9671","4.2203","9.8781","4.67","1.3374","7.0611","6.4686","4.7045","7.1406","5.6958","6.1284","5.3287","6.1775","5.064","6.6353","6.3263","3.6994","4.3363","4.3293","4.5584","5.5886","4.3733","5.6059","5.3873","6.5123","3.2042","6.6002","5.1783","7.4865","6.0444","8.996","6.6056","6.6004","6.9539","9.4466","7.2471","7.0929","2.976","9.4949","4.2906","4.9754","4.4746","6.6985","7.2603","5.5487","4.0387","5.1656","2.9948","5.0916","4.1169","5.636","5.0271","7.0097","10.9142","6.0269","5.9989","6.1928","5.225","5.365","3.6953","3.8892","3.9618","5.9519","3.2033","4.7478","5.2225","5.8874","4.5681","3.4252","5.4064","6.2419","4.1903","4.6048","5.9399","7.3931","4.7556","4.7421","5.8615","7.0939","4.3714","3.6366","5.9063","12.2839","6.2042","4.2727","6.8042","5.0067","3.5881","3.6892","3.9912","5.4346","2.4296","3.3161","3.6922","5.996","5.609","4.356","3.7935","3.7044","6.1718","6.3085","6.0834","3.7437","6.2759","6.8577","5.1587","5.0647","4.7048","7.8336","3.1827","5.3745","5.505","9.6546","7.7765","11.0075","5.3257","3.0202","4.7419","5.9637","4.6629","7.853","5.6188","6.6904","10.1746","8.4905","8.0551","12.5097","8.1764","5.1376","3.7159","10.9467","6.3786","8.8006","7.9202","11.1217","5.5222","7.3093","5.2766","4.058","11.795","3.6129","4.1138","7.6203","8.1638","7.1669","6.5321","3.2746","5.5474","5.5388","3.9552","6.2963","5.0416","4.0721","7.4016","3.898","4.7329","10.5867","4.865","4.4601","6.3891","3.772","4.0982","5.1623","2.9989","2.7267","6.089","3.9028","6.7535","5.8361","3.8463","7.7485","4.4002","8.8493","8.0987","7.7176","5.507","3.9439","5.5022","12.0049","9.4152","6.049","6.0501","6.0625","4.1206","4.56","8.8502","4.8263","4.7768","4.3711","4.1452","5.7872","7.8471","5.5051","5.7868","3.8369","3.1562","6.932","5.3859","8.6733","11.201","8.8606","8.1977","5.7044","6.9254","10.7119","6.7541"
"Share (in %) on ""wirtschaft""-corpus","0.4813","0.1775","0.3099","0.2659","0.2914","0.2935","0.2812","0.508","0.4632","0.417","0.3081","0.3085","0.4297","0.2648","0.1957","0.5697","0.3525","0.3288","0.3197","0.3827","0.9263","0.3387","0.3121","0.3091","0.3645","0.3744","0.296","0.3511","0.2819","0.3113","0.1463","0.3655","0.3217","0.3201","0.469","0.2907","0.3047","0.6146","0.2759","0.2003","0.401","0.2792","0.1987","0.6075","0.5826","0.3083","0.2425","0.346","0.2578","0.4038","0.3276","0.3231","0.4962","0.4431","0.3417","0.5182","1.3058","0.3883","0.6387","0.2538","0.3635","0.2243","0.2891","0.2915","0.2206","0.1366","0.0802","0.3945","0.4245","0.569","0.4531","0.2301","0.4295","0.2067","0.0612","0.3831","0.3095","0.1893","0.3183","0.4141","0.4528","0.2734","0.4366","0.3506","0.4747","0.4659","0.2259","0.2391","0.2633","0.2498","0.3617","0.2553","0.4369","0.5724","0.5054","0.2687","0.5874","0.3975","0.6081","0.4368","0.5211","0.3709","0.4397","0.4186","0.6314","0.4387","0.4526","0.2085","0.5984","0.3416","0.3451","0.3126","0.5519","0.5968","0.4644","0.3507","0.4138","0.1871","0.4474","0.3831","0.3897","0.3021","0.7036","0.7937","0.4699","0.525","0.5338","0.6617","0.5421","0.3748","0.4249","0.4045","0.5249","0.234","0.2989","0.3921","0.5586","0.3794","0.3682","0.5122","0.5221","0.3582","0.3653","0.4731","0.5809","0.4045","0.396","0.524","0.4169","0.3268","0.2908","0.4238","0.9725","0.4838","0.2286","0.4305","0.2796","0.2678","0.3085","0.2413","0.331","0.1335","0.2154","0.2873","0.486","0.4554","0.3308","0.3191","0.3492","0.5763","0.444","0.399","0.2815","0.409","0.4511","0.4555","0.4303","0.4355","0.6406","0.2323","0.6313","0.623","0.9253","0.7027","1.0026","0.6621","0.4651","0.5904","0.6369","0.471","0.9789","0.8952","1.0572","1.416","0.9344","1.0953","1.2511","0.7779","0.485","0.3513","0.9321","0.7027","0.9061","0.7035","0.9779","0.4496","0.6816","0.4748","0.4037","1.3009","0.3383","0.4147","0.7543","0.8783","0.7991","0.6621","0.4395","0.67","0.6607","0.3987","0.6003","0.4791","0.4814","0.834","0.463","0.5037","1.1895","0.4526","0.4983","0.7986","0.6799","0.5698","0.7832","0.3796","0.3047","0.6416","0.4235","0.883","0.6818","0.3586","0.8142","0.3856","0.8236","0.6256","0.7399","0.477","0.3354","0.5793","1.1441","0.7438","0.6331","0.7158","0.671","0.4339","0.6657","1.2124","0.6666","0.6217","0.6384","0.5929","0.7991","0.9305","0.6966","0.7778","0.3713","0.3358","0.9056","0.5015","1.082","1.3843","0.9037","0.8324","0.7274","0.9996","1.7007","0.8237"
"Share (in Promille) on entire corpus","1.4293","0.4961","0.8728","0.7663","0.7885","0.7985","0.7599","1.3226","1.2158","1.1558","0.8159","0.8461","1.2496","0.7","0.5258","1.6069","0.9548","0.8684","0.9691","1.1863","2.7215","1.0506","0.9498","0.9069","1.1072","1.0539","0.7843","0.9321","0.8187","0.9099","0.4061","0.9625","0.8922","0.8954","1.3258","0.7796","0.856","1.6774","0.7684","0.5819","1.1659","0.7318","0.5236","1.5203","1.5854","0.8661","0.6713","0.955","0.707","1.0557","0.8684","0.8533","1.3473","1.2643","0.8705","1.3365","3.5845","1.0582","1.778","0.6882","0.9903","0.5262","0.7562","0.7593","0.5722","0.3032","0.1859","0.9465","1.0992","1.4964","1.1983","0.5885","1.1455","0.5419","0.1596","0.9984","0.8204","0.5113","0.8092","1.0961","1.2202","0.7564","1.1811","0.9611","1.3551","1.2675","0.5934","0.6756","0.7043","0.6576","0.9739","0.6835","1.2794","2.0138","1.7199","0.9077","2.0834","1.411","2.2035","1.5237","1.7879","1.2758","1.3987","1.2846","2.0732","1.3499","1.2599","0.5575","1.7743","1.0595","1.0581","0.9602","1.714","1.8033","1.3313","1.1063","1.3307","0.6125","1.4646","1.173","1.3487","0.9414","2.2411","2.5728","1.4473","1.6798","1.6923","2.1967","1.8361","1.2564","1.4498","1.2751","1.7233","0.7228","0.9005","1.265","1.8457","1.2356","1.1828","1.5558","1.7022","1.1629","1.2128","1.4937","1.8937","1.2882","1.2546","1.6826","1.3429","1.0553","0.9471","1.261","3.0482","1.5445","0.6984","1.3094","0.9275","0.825","0.9868","0.8","1.0885","0.4195","0.6517","0.8921","1.5642","1.4457","1.0669","0.9923","1.1441","1.8015","1.3904","1.2263","0.8977","1.3556","1.4809","1.4349","1.327","1.32","1.9472","0.6922","2.058","1.8479","2.8169","2.2722","3.2103","2.107","1.3848","1.7229","2.0188","1.4219","3.3251","2.6918","3.4874","4.4093","2.8847","3.4008","3.968","2.4441","1.4888","1.1558","2.9275","2.2204","2.9031","2.1488","3.2448","1.3537","2.1829","1.4563","1.329","4.0285","1.0962","1.4374","2.5069","3.0484","2.6522","2.0392","1.4758","2.159","2.0667","1.3695","2.0549","1.6255","1.5905","2.9204","1.6571","1.729","4.2073","1.5903","1.8998","2.8399","2.8386","2.602","3.3656","1.5734","1.1973","2.4682","1.6008","3.4239","2.5299","1.3264","3.1286","1.5108","3.0534","2.2449","2.6589","1.6842","1.1476","1.9339","4.4129","2.7782","2.2664","2.6522","2.4762","1.558","2.6345","4.7141","2.5513","2.421","2.5841","2.335","3.4066","3.7141","2.7289","2.888","1.4408","1.3135","3.5414","1.9346","4.1918","4.9578","3.488","3.3869","2.7606","3.6083","6.5601","3.1964"
"1","gruenen","kohl","cdu","schroeder","partei","cdu","stoiber","spd","spd","spd","schroeder","spd","stoiber","fischer","schroeder","spd","schroeder","stoiber","schroeder","stoiber","stoiber","spd","schroeder","schroeder","schroeder","schroeder","schroeder","bocklet","spd","kanzler","schroeder","spd","schroeder","union","spd","spd","spd","spd","partei","kanzler","schroeder","spd","spd","schroeder","spd","merkel","merkel","cdu","abgeordneten","spd","schroeder","spd","fischer","gruenen","partei","schroeder","koalition","koalition","merkel","spd","cdu","merkel","spd","beck","merkel","schroeder","pfister","ruettgers","merkel","stoiber","cdu","beck","stoiber","seehofer","merkel","huber","spd","spd","wulff","merkel","milbradt","spd","csu","spd","koch","csu","spd","cdu","koehler","merkel","beckstein","koalition","csu","spd","cdu","spd","koch","seehofer","cdu","merkel","koehler","union","spd","spd","spd","westerwelle","merkel","spd","spd","fdp","merkel","merkel","merkel","koehler","cdu","csu","cdu","fdp","roettgen","sarrazin","fdp","merkel","fdp","fdp","fdp","merkel","fdp","merkel","merkel","gruenen","merkel","fdp","fdp","merkel","merkel","roettgen","cdu","merkel","roesler","merkel","partei","steinbrueck","fdp","gruenen","fdp","merkel","fdp","ude","spd","ude","merkel","merkel","merkel","spd","spd","lindner","gruenen","gabriel","koalition","ramelow","adac","gruenen","spd","spd","gabriel","gabriel","gabriel","schweden","partei","seehofer","merkel","partei","bnd","poschardt","gabriel","partei","merkel","merkel","merkel","afd","kanzlerin","afd","afd","kanzlerin","merkel","merkel","schaeuble","merkel","afd","afd","merkel","merkel","schulz","schulz","partei","macron","schulz","kohl","guttenberg","schulz","afd","afd","merkel","csu","spd","spd","spd","spd","fdp","merkel","csu","scholz","merkel","spd","merz","gruenen","scholz","afd","spd","soeder","spd","spd","partei","spd","merkel","scholz","cdu","spd","gruenen","cdu","laschet","merkel","fdp","merkel","macron","soeder","scholz","merkel","giffey","merkel","merz","merkel","merkel","laschet","fdp","gruenen","gruenen","gruenen","spd","spd","partei","merkel","scholz","scholz","baerbock","scholz","lindner","scholz","fdp","scholz","merz","lindner","scholz","scholz","scholz","scholz","gruenen","spd","gruenen","afd","afd","afd","afd","scholz","gruenen","spd"
"2","schroeder","spd","teufel","fischer","gruenen","pds","schill","cdu","beust","fdp","gruenen","schroeder","spd","spd","stoiber","stoiber","stoiber","schroeder","stoiber","schroeder","schroeder","schroeder","kanzler","kanzler","spd","spd","schily","schroeder","schroeder","schroeder","kanzler","stoiber","spd","schroeder","schroeder","partei","fdp","schroeder","spd","spd","spd","schroeder","koehler","spd","cdu","angela","spd","merkel","spd","partei","kanzler","muentefering","schroeder","merkel","schroeder","spd","spd","spd","muentefering","merkel","merkel","partei","oettinger","partei","spd","sozialdemokraten","merkel","cdu","cdu","partei","ruettgers","merkel","csu","merkel","angela","stoiber","cdu","cdu","koalition","koch","spd","partei","partei","partei","spd","koch","beck","spd","spd","koehler","spd","ypsilanti","spd","partei","spd","merkel","spd","cdu","mehdorn","spd","spd","merkel","merkel","steinmeier","merkel","fdp","spd","westerwelle","csu","spd","cdu","cdu","schaeuble","fdp","fdp","union","gruenen","partei","westerwelle","gruenen","cdu","wulff","merkel","gruenen","partei","fdp","steinbrueck","cdu","fdp","fdp","partei","partei","merkel","fdp","roettgen","betreuungsgeld","roettgen","wowereit","fdp","csu","fdp","merkel","spd","spd","spd","cdu","spd","trittin","union","spd","gruenen","spd","spd","merkel","union","gabriel","partei","spd","spd","spd","markl","hofreiter","gabriel","wowereit","spd","spd","koalition","partei","csu","csu","cdu","spd","partei","unfried","merkel","puerto","partei","kanzlerin","schroeder","merkel","merkel","merkel","cdu","afd","koalition","partei","merkel","spd","merkel","weber","valls","cdu","gabriel","macron","schulz","le","spd","cdu","seehofer","merkel","merkel","partei","fdp","spd","merkel","partei","ullmann","gera","lindner","afd","merkel","spd","partei","gruenen","macron","partei","merkel","spd","merkel","bayern","gruenen","cdu","merkel","afd","spd","merkel","partei","gruenen","fdp","spd","soeder","cdu","partei","macron","spd","spd","soeder","kanzlerin","spd","spd","laschet","ministerpraesident","cdu","soeder","partei","polen","aiwanger","union","merkel","fdp","soeder","habeck","cdu","habeck","scholz","spd","scholz","lindner","spd","habeck","habeck","fdp","merz","muetzenich","rolltreppen","kanzler","scholz","gruenen","habeck","scholz","scholz","partei","partei","partei","scholz","scholz"
"3","funke","cdu","spd","gruenen","spd","spd","cdu","schill","schill","partei","koalition","stoiber","fdp","stoiber","spd","partei","spd","spd","spd","spd","spd","clement","koalition","gerhard","kohl","kanzler","spd","spd","partei","union","fdp","schweden","kanzler","spd","partei","gruenen","union","muentefering","westerwelle","howard","rau","cdu","mueller","hartz","partei","stoiber","cdu","spd","mueller","cdu","spd","cdu","spd","cdu","neuwahlen","merkel","merkel","stoiber","koalition","gabriel","partei","schroeder","cdu","koalition","steinmeier","mueller","koalition","merkel","spd","cdu","merkel","gruenen","seehofer","ruettgers","spd","partei","koehler","koalition","merkel","spd","ypsilanti","beck","spd","kanzlerin","ypsilanti","huber","csu","wulff","csu","spd","metzger","merkel","bayern","merkel","merkel","cdu","cdu","csu","union","kanzlerin","merkel","csu","seehofer","steffi","fdp","spd","kanzlerin","gruenen","dortmund","pinkwart","kanzlerin","westerwelle","cdu","merkel","merkel","koalition","partei","lindner","seehofer","partei","westerwelle","scholz","spd","partei","merkel","gruenen","merkel","koalition","spd","driftmann","koalition","roesler","roesler","partei","fdp","piraten","merkel","roesler","cdu","partei","merkel","kanzlerin","steinbrueck","fdp","merkel","angela","mehrheit","merkel","afd","merkel","angela","steinbrueck","seehofer","seehofer","cdu","fdp","gbw","wowereit","union","merkel","spd","goeringeckardt","koalition","gabriel","merkel","fdp","merkel","ramelow","koalition","merkel","spd","gabriel","wahlkampf","gruenen","nsa","rico","schroeder","schaeuble","spd","kanzlerin","spd","cdu","merkel","spd","partei","cdu","koalition","ceta","spd","gruenen","cdu","partei","spd","spd","spd","gruenen","partei","kohls","merkel","spd","gruenen","gruenen","spd","soeder","partei","merkel","cottbus","vonarb","gruenen","cdu","seehofer","cdu","kanzlerin","partei","cdu","kuehnert","cdu","partei","partei","volksbegehren","partei","merkel","gruenen","cdu","gruenen","umfragen","merkel","cdu","merkel","afd","spd","spd","spd","polen","pis","partei","ministerpraesident","bundestag","dulger","cdu","merkel","kanzlerin","spd","union","gruenen","haub","merkel","merkel","union","partei","spd","scholz","spd","fdp","spd","gehlen","fdp","spd","gruenen","kanzler","partei","partei","kanzler","duerr","tomomi","spd","fdp","fdp","fdp","spd","merz","spd","gruenen","soeder","spd","ampel"
"4","spd","fischer","moellemann","partei","kuhn","merkel","spd","runde","runde","cdu","spd","rexrodt","partei","schroeder","steffel","cdu","kanzler","union","partei","kanzler","fdp","mueller","lafontaine","spd","westerwelle","union","kanzler","cdu","union","merkel","opposition","persson","partei","kanzler","rau","koalition","schroeder","clement","wahl","parteien","koehler","pds","schroeder","cdu","merkel","merz","union","milbradt","gruenen","kanzler","gruenen","schroeder","muentefering","fischer","linkspartei","kirchhof","union","union","stoiber","fdp","koalition","spd","partei","spd","partei","franz","parteien","union","csu","spd","spd","kurt","spd","huber","schoenbohm","seehofer","koalition","buttolo","spd","cdu","koalition","koehler","cdu","merkel","schiller","spd","partei","huber","bundespraesident","schiller","clement","kanzlerin","koalition","csu","koalition","csu","hessen","merkel","spd","cdu","fdp","cdu","partei","jetztde","koalition","csu","gabriel","hilmer","partei","cdu","fdp","schaeuble","kanzlerin","lindner","koalition","seehofer","fdp","wulff","merkel","merkel","schaeuble","kanzlerin","cdu","spd","liberalen","cdu","spd","roesler","koalition","merkel","kanzlerin","gruenen","westerwelle","mehrheit","cdu","spd","fdp","spd","karlsruhe","angela","seehofer","fdp","cdu","merkel","partei","fdp","minderheitsregierung","spd","partei","bayern","fdp","partei","fdp","koalition","koalition","partei","spd","merkel","bayern","partei","merkel","merkel","partei","macron","schweden","partei","spd","wahl","spd","union","steinbrueck","merkel","koalition","partei","seehofer","cdu","cdu","fluechtlingskrise","schmidt","spd","fdp","spd","partei","merkel","spd","kanzlerin","cdu","jusos","partei","partei","partei","kanzlerin","merkel","partei","wilders","fillon","macron","partei","kanzlerin","wahlkampf","seehofer","fdp","koalition","partei","schulz","gabriel","fluechtlinge","partei","merkel","laschet","bayern","merkel","gruenen","cdu","merkel","spd","kanzlerin","grundrente","cdu","csu","union","koalition","afd","osten","kanzlerin","hoecke","krampkarrenbauer","partei","suder","merkel","merkel","laschet","merkel","gruenen","kanzlerin","gruenen","startbahn","soeder","merkel","koalition","roettgen","kanzleramt","dreyer","cdu","baerbock","cdu","laschet","parteien","laschet","scholz","fdp","partei","union","merz","rehlinger","partei","partei","partei","baerbock","spd","afd","spd","luetzerath","fdp","fdp","gruenen","spd","ampel","partei","gruenen","partei","gruenen","spd","aiwanger","partei","fdp"
"5","fischer","koalition","partei","spd","runde","partei","partei","partei","schroeder","schroeder","kanzler","merkel","schroeder","gruenen","kanzler","milbradt","partei","partei","kanzler","union","union","koalition","spd","opposition","partei","gabriel","sozialdemokraten","bundeskanzler","cdu","gerhard","cdu","partei","gruenen","partei","sager","cdu","cdu","merkel","fdp","opposition","kanzler","partei","parteien","iv","parteien","cdu","wehrpflicht","thatcher","union","gruenen","koehler","union","wahlkampf","schroeder","union","koalition","schroeder","merkel","spd","koalition","spd","steinmeier","koalition","merkel","kanzlerin","gerhard","partei","partei","partei","csu","partei","koalition","partei","spd","steinbach","csu","merkel","union","angela","gruenen","horch","agenda","khader","cdu","hessen","cdu","schroeder","csu","union","grundgesetz","partei","cdu","partei","muentefering","wissmann","kanzlerin","fdp","steinmeier","merkel","koalition","horst","spd","huebner","merkel","cdu","partei","steinmeier","schaeuble","sierau","union","spd","fdp","koch","horst","spd","cdu","union","cdu","partei","koalition","spd","spd","gruenen","merkel","bruederle","angela","partei","kanzlerin","kanzlerin","roesler","cdu","liberalen","partei","angela","niederlage","csu","partei","stoess","merkel","hoehler","hintze","spd","amerikahaus","union","beck","schavan","merkel","partei","steinbrueck","seehofer","koalition","  baum","gabriel","gruenen","eucken","merkel","patrizia","partei","csu","gruenen","lindner","fraktionsspitze","cerar","partei","cdu","palmer","kanzlerin","cdu","cdu","spd","stubb","pegida","spiegel","afd","partei","parteien","wahlkampf","cdu","partei","cdu","partei","budde","kanzlerin","gruenen","cdu","koalition","gruenen","fluechtlinge","csu","gabriel","kanzlerin","angela","partei","merkel","merkel","pen","merkel","schulz","partei","martin","csu","merkel","steinmeier","seehofer","union","cdu","csu","afd","spd","partei","kanzlerin","koalition","spd","grundeinkommen","partei","merz","macron","merkel","barley","partei","goerlitz","union","sachsen","partei","partei","kanzlerin","gruenen","koalition","koalition","partei","ministerpraesident","angela","soeder","fdp","angela","laschet","merkel","laschet","kanzlerin","ministerpraesident","cdu","spd","kanzlerin","csu","spd","parteien","baerbock","spd","fdp","union","gruenen","oevp","partei","spd","hans","ortloff","olaf","fdp","partei","gruenen","cdu","scholz","lindner","gruenen","rolltreppe","linken","kanzler","scholz","spd","partei","cdu","cdu","wahl","kanzler","schuldenbremse","lindner"
"6","cdu","partei","badenwuerttemberg","mueller","buergermeister","schroeder","schroeder","schroeder","partei","gruenen","partei","kanzler","westerwelle","cdu","union","union","koalition","koalition","union","edmund","kanzler","kanzler","cdu","regierung","clement","muentefering","partei","schroeders","koalition","spd","koalition","schwedens","clement","gruenen","schartau","fischer","kanzler","partei","liberalen","partei","koalition","fdp","noeth","kanzler","union","partei","gruenen","partei","cdu","maichel","merkel","partei","union","partei","stoiber","union","mueller","barzel","angela","steinbrueck","union","angela","muentefering","union","angela","kohl","huebsch","koalition","wulff","koalition","parteitag","vollmer","merkel","partei","kloeckner","oettinger","ruettgers","linken","cdu","kanzlerin","cdu","muentefering","ude","koalition","partei","ministerpraesident","parteien","merkel","wahlkampf","bundespraesident","gruenen","schlarmann","waehler","steinmeier","schaeuble","bundestagswahl","roland","glos","guttenberg","partei","csu","fdp","union","markus","partei","schaeuble","fdp","union","cdu","merkel","union","angela","fdp","partei","union","partei","sarrazin","gruenen","gruenen","fdp","merkel","angela","union","angela","koalition","koalition","kanzlerin","fdp","cdu","angela","angela","merkel","glaeseker","doering","partei","fdp","spd","fdp","sonntag","cdu","liberalen","angela","opposition","waehler","schroeder","spd","bruederle","csu","storch","bundestagswahl","partei","  waigel","union","partei","mindestlohn","spd","gabriel","seehofer","linkspartei","cdu","flexirente","oezdemir","ruestungsexporte","cdu","matschie","cdu","politik","spd","union","cdu","partei","cdu","ehmke","cdu","spd","linken","angela","partei","cdu","auslaendern","cdu","gabriel","spd","koalition","afd","angela","minister","kanzlerin","fluechtlingspolitik","merkel","gruenen","afd","cdu","afd","gabriel","partei","gruenen","merkel","linke","kanzlerin","fdp","lindner","gruenen","koalition","koalition","schulz","afd","gruenen","csu","spd","angela","union","koalition","csu","gruenen","habeck","partei","nahles","koalition","gruenen","koalition","macron","fdp","krampkarrenbauer","emder","partei","spd","macron","soeder","merz","kanzlerin","kanzlerin","lindner","zahn","ministerpraesident","cdu","wahlkreise","ministerpraesidenten","berlin","partei","kanzlerin","ministerpraesidenten","malu","bayern","merkel","karlerivan","cdu","fdp","cdu","cdu","lindner","spd","mv","soeder","cdu","ziegler","gruenen","olaf","scholz","fdp","scholz","gruenen","gruenen","ampel","gruenen","bundeswehr","koalition","baerbock","scholz","ampel","spd","scholz","weingarten","spd","fdp","schuldenbremse"
