"","2001-01-01","2001-02-01","2001-03-01","2001-04-01","2001-05-01","2001-06-01","2001-07-01","2001-08-01","2001-09-01","2001-10-01","2001-11-01","2001-12-01","2002-01-01","2002-02-01","2002-03-01","2002-04-01","2002-05-01","2002-06-01","2002-07-01","2002-08-01","2002-09-01","2002-10-01","2002-11-01","2002-12-01","2003-01-01","2003-02-01","2003-03-01","2003-04-01","2003-05-01","2003-06-01","2003-07-01","2003-08-01","2003-09-01","2003-10-01","2003-11-01","2003-12-01","2004-01-01","2004-02-01","2004-03-01","2004-04-01","2004-05-01","2004-06-01","2004-07-01","2004-08-01","2004-09-01","2004-10-01","2004-11-01","2004-12-01","2005-01-01","2005-02-01","2005-03-01","2005-04-01","2005-05-01","2005-06-01","2005-07-01","2005-08-01","2005-09-01","2005-10-01","2005-11-01","2005-12-01","2006-01-01","2006-02-01","2006-03-01","2006-04-01","2006-05-01","2006-06-01","2006-07-01","2006-08-01","2006-09-01","2006-10-01","2006-11-01","2006-12-01","2007-01-01","2007-02-01","2007-03-01","2007-04-01","2007-05-01","2007-06-01","2007-07-01","2007-08-01","2007-09-01","2007-10-01","2007-11-01","2007-12-01","2008-01-01","2008-02-01","2008-03-01","2008-04-01","2008-05-01","2008-06-01","2008-07-01","2008-08-01","2008-09-01","2008-10-01","2008-11-01","2008-12-01","2009-01-01","2009-02-01","2009-03-01","2009-04-01","2009-05-01","2009-06-01","2009-07-01","2009-08-01","2009-09-01","2009-10-01","2009-11-01","2009-12-01","2010-01-01","2010-02-01","2010-03-01","2010-04-01","2010-05-01","2010-06-01","2010-07-01","2010-08-01","2010-09-01","2010-10-01","2010-11-01","2010-12-01","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01","2012-01-01","2012-02-01","2012-03-01","2012-04-01","2012-05-01","2012-06-01","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01","2015-05-01","2015-06-01","2015-07-01","2015-08-01","2015-09-01","2015-10-01","2015-11-01","2015-12-01","2016-01-01","2016-02-01","2016-03-01","2016-04-01","2016-05-01","2016-06-01","2016-07-01","2016-08-01","2016-09-01","2016-10-01","2016-11-01","2016-12-01","2017-01-01","2017-02-01","2017-03-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-10-01","2017-11-01","2017-12-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01","2023-03-01","2023-04-01","2023-05-01","2023-06-01","2023-07-01","2023-08-01"
"Share (in %) on ""wirtschaft""&""unsicher""-corpus","11.0989","13.4311","12.4905","11.4042","7.7859","6.7923","10.312","8.6212","18.2026","13.4842","8.6798","7.2197","8.2532","10.2677","8.5463","11.055","9.4685","12.2909","12.6388","9.4424","11.7836","10.6792","7.7648","7.0328","14.7676","10.0697","11.8781","12.5406","5.9366","4.5812","10.8226","8.6517","8.0346","8.4191","6.3598","8.3579","6.5861","8.7964","14.1472","7.1922","10.7831","9.0463","8.7339","13.2602","8.3231","9.5912","9.1497","6.6644","8.3594","4.8269","4.0814","6.6043","8.4389","6.1865","7.6903","11.4839","9.4802","7.0379","7.8892","3.6239","5.9137","7.1107","3.2589","6.3884","6.9767","12.0114","12.6233","8.7448","5.6997","6.1792","3.8172","7.4261","5.3928","5.5726","10.4879","8.2402","4.0144","8.5342","13.3497","15.1986","9.4631","11.2716","11.2066","11.3183","13.0326","9.6343","11.3624","7.3611","8.0328","9.5218","12.5485","9.3587","9.6633","10.5308","5.2961","7.1438","5.5014","9.0598","4.9533","7.0344","5.2491","9.0195","6.469","7.8606","7.2956","8.625","9.9586","8.0897","10.9103","9.762","7.0074","9.6613","10.7751","12.1235","14.1603","16.5574","7.9886","11.1952","6.2489","8.6252","8.8115","8.8177","12.255","8.3454","6.2839","8.4067","9.7435","14.7263","9.0656","9.5857","8.1091","6.4581","9.6836","5.3992","4.7332","10.0336","6.8214","8.6961","6.7165","9.8621","8.8643","9.7988","9.7078","5.4836","7.35","8.6157","12.9302","7.22","6.725","10.7786","8.6219","10.8038","8.4372","10.5532","4.2385","7.8825","7.1544","9.1301","12.1767","7.491","7.5804","8.517","9.5191","12.6363","7.7573","11.3635","7.5386","9.8002","9.2487","10.0755","5.1212","5.2795","6.7123","10.6123","8.4975","18.8873","17.4254","11.3132","9.9667","17.134","18.4544","12.6664","7.4669","8.6605","9.0572","11.672","13.3898","11.8593","8.9806","9.837","9.6881","7.6959","10.1409","10.2072","9.3783","10.8549","8.3314","8.4369","6.9777","13.3942","5.8578","7.6356","7.5468","6.2587","5.1436","12.214","8.9628","9.6573","6.3561","8.7745","13.258","12.9942","6.5945","9.3343","8.8149","16.8893","15.8447","9.3023","11.2889","7.1861","8.5079","15.3148","8.3964","11.5886","6.2313","6.3548","8.9225","7.7604","9.8798","11.4661","10.8687","10.5918","7.1164","6.6004","9.7046","10.3168","7.9332","9.879","11.8649","9.1108","6.7476","8.7962","10.0811","6.896","11.6993","4.9327","10.81","10.4727","9.1347","6.7902","6.7493","7.3845","10.8476","9.1742","12.0753","7.3726","11.8205","9.9734","9.9663","14.8105","10.0424","5.1671","9.1527","9.0089","11.1519","8.4363","8.608","8.2757","10.1866","5.1036","6.3857","8.2385"
"Share (in %) on ""wirtschaft""-corpus","0.729","0.8205","0.8082","0.7429","0.3911","0.357","0.6337","0.6099","1.9303","1.6382","0.7884","0.6057","0.5629","0.5373","0.4435","0.7297","0.6351","0.9018","0.9855","0.7733","1.0211","0.7825","0.5782","0.5605","1.1772","1.0398","1.4483","1.0429","0.4131","0.2744","0.5462","0.5716","0.4961","0.4432","0.4344","0.462","0.4104","0.668","0.8817","0.4384","0.7854","0.4593","0.4789","0.91","0.4943","0.5808","0.518","0.4512","0.407","0.2762","0.1996","0.319","0.5386","0.3851","0.4022","0.6041","0.7299","0.4427","0.4067","0.1506","0.3009","0.2652","0.172","0.3184","0.3864","0.5793","0.4504","0.4349","0.2769","0.3385","0.1735","0.4049","0.2345","0.2466","0.4802","0.4471","0.192","0.3434","0.5951","1.1049","0.6991","0.5783","0.792","0.7837","0.9324","0.7096","0.6937","0.4059","0.4886","0.5217","0.8122","0.5463","0.7532","1.119","0.411","0.599","0.4896","0.6954","0.4023","0.5083","0.304","0.5064","0.431","0.4732","0.4877","0.5221","0.6355","0.5667","0.6876","0.7771","0.486","0.6749","0.8878","0.9965","1.1852","1.4377","0.6399","0.6994","0.5491","0.8026","0.6093","0.5299","1.2301","0.6069","0.49","0.7357","0.8399","1.865","0.9161","0.9722","0.8859","0.6594","0.854","0.3943","0.298","0.7534","0.6473","0.7222","0.7221","0.9344","0.7414","0.8375","0.77","0.4368","0.5775","0.7328","1.0798","0.6454","0.3953","0.8059","0.6895","0.7752","0.6679","0.8229","0.2268","0.4987","0.3996","0.6814","1.0182","0.453","0.4617","0.4678","0.6185","0.9831","0.6287","0.9226","0.5725","0.8244","0.8717","0.9409","0.3605","0.3463","0.5048","0.6917","0.5589","1.6677","1.4806","1.0472","0.815","1.2503","2.1675","1.4336","0.7156","0.7826","0.825","1.4511","2.0619","1.4767","0.959","0.9936","1.2076","1.2262","1.6025","1.4205","1.0322","1.476","0.8332","0.8027","0.6587","1.2664","0.4988","0.8412","0.777","0.5559","0.4523","0.9943","0.8358","0.869","0.6324","0.9677","1.2415","1.3098","0.6528","1.0043","0.9828","1.7119","2.1266","1.1235","1.3467","0.7243","0.8112","1.4554","0.9926","1.3058","0.7402","0.6763","1.0025","0.722","1.1038","1.4331","1.9589","1.4726","1.0796","0.8355","1.0845","1.0871","0.8609","1.2917","1.386","0.8495","0.7091","0.7708","0.9383","0.5327","1.1217","0.4273","0.9192","1.1027","0.8706","0.5364","0.7064","0.8737","1.2006","0.9661","1.7628","1.01","1.6326","1.298","1.4556","2.1184","1.3866","0.6127","1.1581","1.2109","1.0791","0.8975","1.1245","0.7706","1.2708","0.6308","0.6513","0.8365"
"Share (in Promille) on entire corpus","2.1652","2.2937","2.2758","2.1405","1.0584","0.9712","1.7123","1.5881","5.0669","4.5405","2.0876","1.6609","1.637","1.4201","1.1912","2.058","1.72","2.3818","2.9876","2.3971","3","2.4274","1.7596","1.6449","3.576","2.9269","3.8376","2.769","1.1997","0.8018","1.5166","1.505","1.3758","1.2397","1.2279","1.2387","1.1528","1.8229","2.4556","1.2736","2.2838","1.2038","1.262","2.2771","1.3452","1.632","1.4343","1.2456","1.1161","0.7219","0.529","0.8423","1.4623","1.0988","1.0246","1.5581","2.0036","1.2066","1.1323","0.4084","0.8197","0.6221","0.4499","0.8294","1.0022","1.2858","1.0436","1.0433","0.717","0.8901","0.4589","1.0355","0.6253","0.6466","1.2513","1.1651","0.5092","0.9275","1.5129","2.925","1.8842","1.6","2.1426","2.1481","2.6616","1.9303","1.8226","1.1468","1.3068","1.3736","2.1867","1.4626","2.2055","3.9366","1.3987","2.0238","1.7366","2.4687","1.4579","1.7733","1.0433","1.742","1.3709","1.452","1.6011","1.6066","1.7689","1.5155","2.0388","2.4106","1.4902","2.0732","2.7571","3.0112","3.3975","4.5357","2.058","2.2895","1.7975","2.4574","2.1085","1.6512","3.918","1.9673","1.509","2.354","2.6625","6.1911","3.1025","3.2592","3.0229","2.0785","2.8038","1.2183","0.8978","2.4304","2.1385","2.3521","2.3193","2.8379","2.4174","2.7193","2.5567","1.379","1.8827","2.3339","3.421","2.0726","1.273","2.602","2.2454","2.3066","2.0936","2.6271","0.6929","1.5169","1.3254","2.0993","3.2572","1.5015","1.5182","1.4704","1.8708","3.0532","2.0237","2.9289","1.8465","2.5636","2.8565","2.941","1.1288","1.0643","1.6096","2.2922","1.835","5.2537","4.5656","3.1741","2.4774","3.7265","7.0666","4.2519","2.1786","2.5305","2.6415","4.6179","6.1392","4.3088","3.04","2.9997","4.1021","3.6868","5.2861","4.4234","3.1864","4.5828","2.6427","2.522","2.0221","4.1663","1.5666","2.658","2.4895","1.698","1.5007","2.9942","2.6767","2.6652","2.0816","2.9968","4.0225","4.5402","2.1694","3.4855","3.2621","5.2726","7.1407","3.6203","4.2122","2.4882","2.7767","4.9379","3.2796","4.5725","2.6489","2.3215","3.5459","2.5367","4.2083","5.0965","8.1793","6.7248","4.6396","3.4629","4.2612","4.182","3.2539","5.0084","5.1433","3.1418","2.7245","3.0201","3.4784","1.9115","4.0307","1.5086","3.1455","3.6809","3.3578","2.0036","2.5287","3.2371","4.4307","3.4687","6.9765","3.9271","6.2486","5.0546","5.892","8.3429","5.9114","2.4456","4.5371","4.496","4.1877","3.5108","4.3976","2.9727","4.9232","2.2589","2.5137","3.4038"
"1","aktien","aktien","aktien","anleger","aktien","analysten","analysten","analysten","aktien","aktien","analysten","aktien","anleger","anleger","aktien","aktien","analysten","aktien","anleger","aktien","aktien","boerse","analysten","aktien","aktien","aktien","aktien","dax","analysten","aktien","anleger","aktien","aktien","anleger","aktien","aktien","aktien","aktien","anleger","aktien","aktien","anleger","dax","dax","anleger","anleger","aktien","anleger","aktien","anleger","anleger","anleger","freitag","dollar","dollar","aktien","dax","aktien","anleger","analysten","anleger","aktien","aktien","aktien","aktien","anleger","dax","anleger","dax","dow","quartal","analysten","dollar","aktien","dax","dax","aktien","aktien","dax","anleger","dollar","dollar","dollar","dollar","dax","dollar","dollar","quartal","aktien","anleger","dax","aktien","dollar","aktien","aktien","aktien","dollar","dax","dollar","anleger","anleger","dollar","dollar","aktien","dollar","dollar","anleger","dubai","dax","anleger","anleger","dollar","aktien","aktien","aktien","aktien","anleger","aktien","aktien","aktien","aktien","dollar","anleger","aktien","anleger","aktien","dollar","gold","aktien","aktien","aktien","gold","anleger","anleger","anleger","aktien","dollar","anleger","anleger","anleger","aktien","anleger","anleger","aktien","anleger","anleger","dax","anleger","dax","anleger","anleger","dax","dax","dollar","anleger","aktien","schwellenlaender","dax","aktien","aktien","aktien","aktien","aktien","anleger","anleger","aktien","anleger","dax","aktien","anleger","dollar","dax","aktien","anleger","anleger","aktien","fed","fed","aktien","anleger","aktien","aktien","aktien","dollar","silber","aktien","anleger","aktien","anleger","anleger","anleger","aktien","anleger","dax","anleger","aktien","anleger","aktien","aktien","anleger","aktien","aktien","anleger","gold","dollar","anleger","dollar","anleger","anleger","anleger","dollar","anleger","dollar","aktien","anleger","aktien","anleger","aktien","aktien","anleger","dollar","aktien","aktien","aktien","dollar","dollar","aktien","dollar","dollar","dollar","investoren","anleger","dollar","aktien","dollar","dollar","aktien","anleger","dollar","gold","aktien","aktien","anleger","dollar","aktien","dollar","anleger","dollar","dax","anleger","dollar","aktien","aktien","aktien","anleger","aktien","anleger","aktien","anleger","aktien","anleger","aktien","zinsen","aktien","aktien","aktien","aktien","fed","anleger","anleger","dollar","anleihen"
"2","anleger","anleger","anleger","haendler","anleger","anleger","anleger","aktien","boersen","analysten","anleger","analysten","aktien","aktien","anleger","anleger","aktien","anleger","aktien","anleger","dax","analysten","aktien","anleger","anleger","anleger","anleger","aktien","aktien","anleger","aktien","anleger","anleger","aktien","dax","anleger","anleger","kurse","aktien","dax","anleger","aktien","anleger","aktien","aktien","aktien","dax","aktien","analysten","dollar","dollar","analysten","rendite","investoren","aktien","dax","anleger","anleger","dax","bank","dollar","kurse","investoren","anleger","dax","aktien","anleger","analysten","anleger","anleger","aktien","aktien","anleger","anleger","anleger","experten","anleger","dax","anleger","aktien","dax","aktien","aktien","dax","aktien","anleger","gold","analysten","anleger","aktien","analysten","dollar","lehman","dax","anleger","dax","investoren","dollar","dax","aktien","dollar","anleger","anleger","dollar","anleger","aktien","dax","anleger","anleger","dollar","investoren","aktien","anleger","dax","anleger","anleger","aktien","anleger","anleger","anleger","anleger","dax","aktien","dollar","gold","anleger","aktien","anleger","dollar","anleger","anleger","anleger","anleihen","dax","gold","anleger","anleger","aktien","aktien","dax","dax","aktien","aktien","anleger","dollar","aktien","anleger","gold","aktien","aktien","dax","aktien","anleger","aktien","renditen","anleger","dollar","schwellenlaender","anleger","dax","dax","anleger","investoren","dax","dollar","anleger","aktien","aktien","anleger","aktien","aktien","aktien","gold","dax","aktien","dax","aktien","anleger","anleger","aktien","anleger","anleger","anleger","aktien","gold","dollar","aktien","anleger","aktien","aktien","dollar","anleger","aktien","aktien","dax","anleger","aktien","anleger","anleger","gold","dax","anleger","aktien","anleger","anleger","aktien","aktien","aktien","aktien","dax","anleger","dollar","investoren","dax","aktien","anleger","dollar","anleger","anleger","aktien","anleger","anleger","anleger","anleger","gold","anleger","dollar","aktien","aktien","anleger","aktien","aktien","aktien","anleger","gold","aktien","anleger","gold","aktien","anleger","dollar","aktie","dollar","anleger","anleger","fed","aktien","anleger","aktien","gold","dividenden","anleger","anleger","anleger","aktien","fonds","aktien","anleger","aktien","anleger","aktien","dollar","fed","anleger","dollar","anleger","investoren","dollar","aktien","aktien","goldman","anleger"
"3","analysten","analysten","kurse","aktien","boerse","kurse","boerse","anleger","anleger","anleger","aktien","anleger","boerse","investoren","investoren","analysten","anleger","analysten","analysten","analysten","analysten","anleger","dax","dax","dax","dax","dax","analysten","anleger","analysten","usa","kurse","dax","dax","dollar","investoren","analysten","analysten","dax","anleger","dax","analysten","aktien","anleger","boersen","dollar","anleger","dollar","dax","boersen","aktien","aktien","anleihen","analysten","anleger","anleger","aktien","kurse","aktien","dax","dax","anleger","anleger","boerse","anleger","dax","aktien","dollar","aktien","dollar","zahlen","anleger","aktien","aktienmarkt","dollar","aktienmarkt","dollar","blackstone","aktien","dax","aktien","dax","anleger","anleger","anleger","quartal","anleger","bear","boerse","dax","aktien","anleger","aktien","anleger","dollar","anleger","anleger","anleger","anleger","dollar","aktien","aktien","dax","bank","goldpreis","anleger","aktien","dollar","analysten","dax","aktien","anleger","dax","dollar","dax","dax","dollar","dollar","dax","dax","dax","boerse","gold","anleger","aktien","dax","anleger","aktien","dax","dax","dax","dollar","aktien","investoren","yen","investoren","aktien","dax","anleihen","dollar","anleger","dollar","analysten","dax","gold","dollar","aktien","aktien","wandelanleihen","dollar","aktien","anleger","aktien","anleger","anleihen","dollar","schwellenlaendern","anleger","dax","anleger","anleger","dax","anleger","aktien","aktien","dollar","dax","dollar","dollar","dax","anleger","punkte","anleger","aktien","fed","dollar","anleger","aktien","china","dollar","dax","investoren","anleihen","anleger","dollar","anleger","dax","fed","fed","dollar","dax","dax","dollar","anleger","aktien","dax","dax","dollar","investoren","aktien","fed","dax","dax","dollar","aktien","dax","anleger","dollar","investoren","aktien","aktien","aktien","aktien","anleger","anleihen","fed","aktien","dollar","dollar","investoren","boersen","dollar","fed","dollar","anleger","aktien","anleger","anleger","dax","aktien","anleger","dollar","anleger","boerse","aktien","anleger","dollar","aktien","anleger","dax","investoren","dollar","dax","dax","anleihen","investoren","dax","fed","anleger","dollar","anleger","gold","dollar","boerse","dollar","dax","dollar","gewinne","dollar","dollar","investoren","bank","fonds","investoren","anleger","dollar","anleger","anleger","dax","boerse","zinsen","dollar"
"4","markt","nasdaq","analysten","markt","analysten","boersen","haendler","markt","boerse","dax","boerse","boerse","analysten","analysten","analysten","boersen","investoren","boersen","woche","investoren","anleger","kurse","anleger","woche","analysten","boersen","analysten","boersen","investoren","dax","analysten","dax","wall","analysten","anleger","boersen","dax","anleger","boerse","analysten","boerse","markt","kurse","analysten","dax","analysten","dollar","investoren","anleger","investoren","investoren","investoren","zehnjaehrigen","anleger","analysten","dollar","dollar","dax","markt","aktien","boerse","investoren","aktienmarkt","markt","dow","investoren","woche","aktien","investoren","aktien","morgan","jp","dax","boerse","investoren","anleger","dow","punkten","dollar","investoren","anleger","anleger","dax","punkten","analysten","aktien","dax","dollar","investoren","dollar","dollar","investoren","brothers","dollar","intel","dollar","minus","aktien","aktie","aktie","boersen","dax","aktien","quartal","gold","dax","dollar","world","dollar","aktien","dollar","analysten","dollar","investoren","analysten","dollar","gold","yen","investoren","gold","dollar","aktien","dax","dax","dollar","dollar","dax","dax","gold","gold","dollar","aktien","dollar","aktien","dax","dollar","dax","dollar","investoren","punkten","dollar","analysten","dollar","fedex","aktien","stoxx","dow","dollar","depot","fed","dollar","dollar","fed","dax","aktien","dax","fed","dollar","dollar","investoren","punkten","aktienmarkt","dax","investoren","dax","dax","dollar","anleger","kurse","aktie","analysten","dollar","dollar","dollar","boerse","china","dax","investoren","boersen","fed","china","dollar","zinsen","yen","anleger","boersen","boersen","dax","investoren","dax","boersen","dollar","dax","dollar","investoren","dollar","punkten","dax","dollar","investoren","anleger","investoren","dollar","edelmetall","anleihen","zinsen","dax","boerse","dollar","boerse","dax","dax","anleger","investoren","dax","dax","investoren","aktie","dax","zinsen","investoren","gold","analysten","fed","aktien","analysten","aramco","aramco","anleger","gold","dollar","gold","gold","investoren","anleger","fonds","boerse","dollar","dax","aktien","anleger","fonds","aktien","aktien","dax","usa","dollar","aktien","dollar","aktien","dax","dollar","investoren","zinsen","investoren","dollar","investoren","dax","investoren","anleihen","zinsen","zinsen","dollar","anleihen","gold","investoren","dollar","aktien","dollar","anleihen","aktien","aktien"
"5","boerse","haendler","boerse","analysten","unternehmen","aktien","woche","dax","usa","boersen","dax","kurse","investoren","new","kurse","dax","markt","anleihen","punkte","markt","morgan","aktien","boerse","analysten","investoren","analysten","kurse","anleger","dollar","punkte","boerse","usa","boerse","aktienmarkt","boerse","dollar","boerse","index","punkte","kurse","analysten","investoren","quartal","freitag","investoren","boersen","boersianer","anleihen","boerse","kurse","usa","usa","aktien","aktien","freitag","boerse","freitag","usa","analysten","dollar","analysten","morgan","anleihen","aktienmarkt","punkten","punkte","punkte","aktie","punkten","analysten","quartalszahlen","aktienmarkt","deutsche","dollar","boersen","aktien","jones","dollar","anleihen","dollar","minus","analysten","quartal","aktien","rezession","dax","aktien","wall","kurse","boerse","boersen","boerse","investoren","analysten","investoren","minus","boerse","kurse","investoren","investoren","quartal","investoren","goldman","boerse","dax","analysten","gold","aktien","investoren","analysten","dax","investoren","investoren","anleger","papiere","analysten","silber","boerse","aktienmarkt","dollar","investoren","anleger","boerse","usa","goldpreis","investoren","usa","boerse","boerse","bank","investoren","dax","dax","dollar","dollar","analysten","boersen","punkten","dollar","punkte","boersen","investoren","dax","dollar","dax","dax","punkten","goldpreis","anleger","dax","investoren","investoren","dollar","yellen","isin","fed","argentinien","aktien","investoren","aktie","boersen","investoren","analysten","punkten","minus","anleihen","investoren","leitindex","dax","anleihen","dax","anleger","staatsanleihen","investoren","kurse","fed","dollar","zinsen","dax","maerkte","boersen","dax","dollar","dax","analysten","bundesanleihen","gold","zinsen","notenbanken","investoren","aktien","investoren","investoren","mdax","punkten","investoren","fed","fed","euro","dollar","investoren","zinsen","bank","aktien","investoren","boersen","investoren","dax","experten","dollar","usa","gold","dax","dollar","investoren","dollar","fed","dax","fed","usa","aktien","anleihen","dollar","investoren","markets","boerse","gold","boerse","gold","dax","dax","investoren","boersen","dollar","quartal","gold","dax","dax","investoren","dollar","wandelanleihen","anleger","investoren","morgan","zinsen","anleger","investoren","investoren","morningstar","kauf","freitag","investoren","gold","investoren","dax","anleger","dax","investoren","zinsen","zinsen","dollar","morgan","anleger","minus","zinsen","rezession","zinsen","morgan","investoren","rezession","investoren","dax"
"6","haendler","markt","punkte","boerse","boersen","boerse","aktien","boerse","dax","usa","investoren","morgan","boersen","wall","punkte","boerse","woche","kurse","kurse","boerse","investoren","investoren","punkte","dollar","kurse","dow","boerse","punkten","punkte","woche","dollar","anleihen","kurse","dollar","punkte","wall","kurse","boerse","boersen","boersen","punkte","dollar","analysten","haendler","analysten","dax","analysten","dax","unternehmen","analysten","boersen","freitag","markt","morgan","new","kurse","analysten","boerse","punkten","anleger","aktienmarkt","markt","erwartungen","kurse","boersen","aktienmarkt","analysten","dax","dollar","jones","anleger","dollar","analysten","dax","aktien","maerkte","york","woche","woche","stearns","usa","quartal","analysten","usa","dollar","boerse","goldpreis","aktien","quartal","boersen","mdax","analysten","dimon","punkten","dax","analysten","intel","analysten","analysten","analysten","staatsanleihen","boerse","yen","analysten","boersen","dow","boerse","boerse","aktien","boerse","boerse","bonds","boerse","gold","goldman","papiere","dax","gold","dollar","investoren","gold","minus","dollar","goldman","dax","analysten","gold","dollar","anleger","morgan","gold","commerzbank","investoren","analysten","aktien","dax","analysten","punkte","rendite","aktien","investoren","boerse","boerse","punkten","aktienmarkt","investoren","boersen","dax","punkten","investoren","analysten","gold","usnotenbank","investoren","dax","usnotenbank","investoren","schwellenlaendern","boerse","aktienmarkt","boerse","punkten","aktie","index","aktie","fed","fresenius","investoren","boerse","fed","euro","fed","investoren","rendite","boersen","anleger","china","dax","experten","anleihen","investoren","gold","dax","investoren","aktien","anleihen","investoren","anleihen","dollar","kurs","kurse","silber","bank","boerse","bank","boersen","dollar","boersen","dax","dax","finanzmaerkten","aktienmarkt","investoren","boerse","analysten","kurse","gold","analysten","dax","investoren","trump","kurse","emerging","minus","bank","investoren","dax","boerse","investoren","aktie","usa","dax","boerse","gold","fed","yen","investoren","dax","boersen","franken","fed","dax","kurse","boersen","investoren","gewinne","investoren","boerse","renditen","kurse","boerse","street","renditen","investoren","boersen","street","kurse","dax","index","analysten","investoren","inflation","boerse","fed","bank","rendite","gold","zinsen","analysten","investoren","dax","analysten","aktien","gold","bank","fed","bank","zinsen","kurse","immobilienfonds","jpmorgan","usa"
"7","boersen","boerse","investoren","investoren","haendler","erwarten","aktie","bank","analysten","kurse","freitag","freitag","kurse","anleihen","hsbc","markt","dax","investoren","boersen","kurse","boerse","bank","dollar","freitag","experten","kurse","boersen","kurse","boerse","wall","investoren","boerse","punkte","anleihen","analysten","street","woche","woche","woche","dollar","punkten","dax","experten","dollar","woche","oelpreis","kurse","papiere","dollar","zehnjaehrigen","aktienkurse","boersen","bundesanleihe","jp","london","analysten","boerse","dollar","aktienmarkt","boerse","punkten","boersen","dax","punkte","plus","bonds","minus","euro","aktie","dax","hedgefonds","morgan","gebhardt","mdax","boerse","dollar","boerse","vergangenen","investoren","bear","boerse","markt","boerse","punkte","anleihen","woche","bear","stearns","dax","kurse","quartal","aktienmarkt","analysten","boersen","experten","yen","dax","investoren","punkten","maerz","kurse","analysten","analysten","dax","aktien","investoren","heller","kurse","experten","kurse","yen","bank","gold","punkte","investoren","investoren","investoren","investoren","papiere","anleihen","aktienmarkt","aegypten","kurse","investoren","anleihen","aktie","investoren","punkte","franken","dollar","punkten","investoren","anleihe","gestern","investoren","anleihen","papiere","minus","dax","boerse","kurse","dax","aktienmarkt","gold","analysten","gold","punkte","analysten","analysten","boerse","boerse","titel","boersen","analysten","punkten","gold","markets","fed","boersen","analysten","dollar","index","dollar","dollar","boerse","kurse","titel","punkte","zentralbank","rendite","gemeinschaftswaehrung","investoren","dax","bundesanleihen","zinsen","yuan","yellen","usnotenbank","weinelt","zinsen","kurse","bank","gold","wandelanleihen","dax","minus","rendite","yellen","bank","boersen","investoren","fed","punkten","punkten","aktie","punkten","investoren","investoren","markets","kurse","dollar","mischfonds","punkten","tonnen","engels","dow","bank","quartal","anleihen","anleihen","gold","boerse","markets","kurse","analysten","usa","maerkte","investoren","rendite","boerse","maerkte","investoren","schweizer","anleihen","emerging","dax","dax","aktie","aktie","schweizer","boersen","analysten","analysten","dax","carmignac","boersen","aktie","anleihen","anleihen","punkten","renditen","wall","punkten","steigen","investoren","punkten","rendite","aktie","boersen","goldpreis","inflation","dax","renditen","dollar","usa","renditen","usa","dollar","rezession","dax","kurse","anleger","investoren","rezession","rezession","aktie","anleihen","anleihen","rezession","investoren","kurse","zinsen"
