"","2001-01-01","2001-04-01","2001-07-01","2001-10-01","2002-01-01","2002-04-01","2002-07-01","2002-10-01","2003-01-01","2003-04-01","2003-07-01","2003-10-01","2004-01-01","2004-04-01","2004-07-01","2004-10-01","2005-01-01","2005-04-01","2005-07-01","2005-10-01","2006-01-01","2006-04-01","2006-07-01","2006-10-01","2007-01-01","2007-04-01","2007-07-01","2007-10-01","2008-01-01","2008-04-01","2008-07-01","2008-10-01","2009-01-01","2009-04-01","2009-07-01","2009-10-01","2010-01-01","2010-04-01","2010-07-01","2010-10-01","2011-01-01","2011-04-01","2011-07-01","2011-10-01","2012-01-01","2012-04-01","2012-07-01","2012-10-01","2013-01-01","2013-04-01","2013-07-01","2013-10-01","2014-01-01","2014-04-01","2014-07-01","2014-10-01","2015-01-01","2015-04-01","2015-07-01","2015-10-01","2016-01-01","2016-04-01","2016-07-01","2016-10-01","2017-01-01","2017-04-01","2017-07-01","2017-10-01","2018-01-01","2018-04-01","2018-07-01","2018-10-01","2019-01-01","2019-04-01","2019-07-01","2019-10-01","2020-01-01","2020-04-01","2020-07-01","2020-10-01"
"40","aussenminister","trittin","innere","parteitag","parteien","pds","westerwelle","wahlen","kanzleramt","schweden","mueller","debatte","bulmahn","thueringen","politik","regierung","stimmen","land","wahlen","glos","minister","reformen","fdp","gauland","glos","kabinett","linken","berliner","ministerpraesidenten","leitlinien","linke","merkels","enteignung","politische","politik","linkspartei","politischen","politischen","bayern","wahl","regierung","badenwuerttemberg","abgeordnete","seehofer","tag","roettgens","politische","rotgruen","philipp","patrizia","bruederle","grosse","linke","sigmar","cerar","kritik","gruene","fluechtlinge","bundeskanzlerin","umfragen","landtag","norbert","linke","bundesregierung","vucic","kretschmann","amt","parteitag","wahlkampf","laudenbach","olaf","kanzler","politische","wahlkampf","linke","kanzlerkandidat","regieren","sonntag","markus","kramer"
"41","bundesregierung","stoiber","thema","koalitionspartner","bayern","westerwelle","sommer","kritik","mehrheit","bayerische","goeran","stimmen","franz","rotgruen","npd","umfragen","roels","politischen","buendnis","merkels","merkels","parteien","profil","parteien","landtagswahl","muentefering","merkels","klaus","politischen","berliner","oesterreich","schroeder","franz","schwan","liberalen","regierung","guido","landtagswahl","laschet","regierung","lindner","atompolitik","sozialdemokraten","mitgliederentscheid","wolle","landtagswahl","bundestagswahl","berlin","niedersachsen","waehlern","sonntag","koalitionspartner","gern","landtag","kmw","buendnis","wirtschaftsminister","ministerpraesident","wirtschaftsminister","grenze","etablierten","faymann","opposition","linken","mehrheit","stichwahl","csuchef","wahlen","buerger","liberalen","kohl","bundestagswahl","minister","steht","wahl","akk","armin","bundestag","schroeder","debatte"
"42","geissler","parlament","stimmen","blair","politischen","politische","opposition","gabriel","rotgruenen","politik","sonntag","olaf","stoiber","sonntag","sozialdemokraten","bayern","umfragen","gewaehlt","pds","stoibers","westerwelle","mueller","wirtschaftsminister","berliner","fdp","minister","roland","wahlkampf","gerechtigkeit","bundeskanzlerin","fraktion","lafontaine","stimmen","bayerischen","ministerpraesidenten","bundestagswahl","beust","friedrich","ahlhaus","gegner","stuttgart","ministerpraesident","guido","berlin","bundespraesident","kabinett","philipp","staedten","kurt","bayerischen","linke","falsch","bayerischen","oezdemir","wahlen","null","bundestag","wahlen","sachsen","gerhard","kloeckner","union","kretschmann","themen","liberalen","afd","liberalen","gewaehlt","cottbusser","berlin","kanzlerschaft","annegret","estland","grossen","waehler","bundeskanzlerin","ostdeutschen","brandenburg","kanzlerkandidat","bundeskanzlerin"
"43","beck","mehrheit","gerhard","csu","franz","boehmer","position","koalitionsverhandlungen","rotgruene","lafontaine","kritik","hamburger","waehlen","kandidaten","gruenen","politik","pds","waehler","berlin","schoenbohm","gerhard","sitze","waehler","profil","gruenen","angela","schaeuble","links","hessische","wort","volkspartei","wahlen","linke","magdeburg","waehlen","merkels","sozialdemokraten","berlin","bundestagswahl","bundesregierung","atompolitik","steuersenkungen","roeslers","bundesbank","landtag","schleswigholstein","schaeffler","bundeskanzlerin","hoeness","bruederle","sozialdemokraten","gespraeche","bayerische","parteifreunde","konsolidierung","muesse","widerstand","juergen","gerhard","fluechtlingen","lindner","soegel","gewaehlt","umfragen","kandidat","lindner","kanzler","parlament","kurth","fluechtlinge","bayerische","seehofer","kamann","koalitionsvertrag","sonntag","baerbock","wahl","kanzleramt","demokrat","stellungnahme"
"44","umfragen","csu","bundestagswahl","ole","osten","linken","kanzleramt","persson","niederlage","persson","september","huber","gruene","kabinett","rotgruenen","abgeordneten","parteien","bundeskanzler","ministerpraesident","volksparteien","volksparteien","gyurcsany","koch","merkels","nrw","bremen","mehrheit","hessen","naser","fdp","sozialdemokraten","vorsitzenden","amt","wahlprogramm","schroeder","parteichef","stoiber","merz","horst","parlamentarier","wirtschaftsminister","parteichef","schwarzgelben","ministerpraesident","merz","hannelore","bruederle","eads","altmaier","fraktionschef","  ruehe","sonntag","landtag","spdchef","gruene","beer","soeder","linke","regierung","linke","boher","gruene","freihandelsabkommen","verantwortung","amt","frankreich","koalitionsverhandlungen","verhandlungen","wahl","schulze","ruecktritt","erneuerung","estlands","linken","merkels","groko","grundgesetz","quadratmetern","bundeskanzler","ministerin"
"45","linken","regierungschef","mehrheit","sozialdemokraten","amt","pieper","politik","sozialdemokraten","sigmar","pfaffmann","franz","delegierten","thema","angela","land","glos","clement","innenminister","kohl","wahlergebnis","programm","regierung","sonntag","gruenen","erwin","politisch","linke","gruene","rede","wolle","beck","wulff","minister","buerger","abend","liberalen","parteien","kohl","lindner","murphy","ministerpraesident","steinmeier","linken","fraktionschef","sozialdemokraten","ssw","bundesrepublik","haushalt","waehler","kronprinzen","buendnis","naechsten","parlamentarische","fessenheim","abbau","ump","gruenen","ostdeutschen","horst","kanzleramt","obergrenze","kern","ministerpraesident","bundestagswahl","pofalla","runde","umfragen","scholz","regierungsbildung","liegt","osten","regieren","ministerpraesident","demokratie","klimaschutz","adenauer","fluechtlingskrise","bayerischen","pis","sprach"
"46","beust","berlin","berlin","ministerpraesident","wowereit","politiker","wochen","sonntag","roland","scherf","hamburger","peer","merz","bundespraesident","wolfgang","landtagswahl","politischen","nrw","schroeders","bundeskanzler","kanzler","vorsitzende","konservativen","spdchef","innenminister","rede","horst","parteichef","politik","politische","schroeder","klaus","politischen","guttenberg","platzeck","politik","dobrindt","bundespraesidenten","schwarzgelb","buergermeister","christdemokraten","biniasz","helmut","gruene","westerwelles","weber","wolle","kanzleramt","waehlen","wahlprogramm","berlin","mehrheit","ludwig","afd","kohl","essebsi","berlin","soini","gemeinschaftsschule","stimmen","kretschmann","horst","positionen","applaus","rede","nrw","parteichef","ministerpraesident","stimmen","scholz","fraktion","politischen","praesidenten","linke","null","volkspartei","ramelow","rechten","liberalen","disziplinarverfahren"
"47","landtag","parteichef","barnabas","berliner","politische","bundestag","amt","gestern","gestern","rau","kabinett","wahl","streit","koehlers","saarland","mehrheit","politische","bundestag","vertrauensfrage","grossen","kurt","politik","junghanns","reihen","kurt","grossen","gabriel","politische","niedersachsen","karl","landtag","franz","bundeskanzlerin","bundeskanzlerin","bundestag","wahl","mehrheit","fraktion","sonntag","ministerpraesident","schwarzgelb","waehlen","parteien","politischen","vorsitzende","gruene","finanzminister","bessere","helmut","linken","linken","gabriels","liberalen","politik","reinfeldt","schwarzrot","bundesregierung","demokratie","kraft","minister","wahlkampf","rechts","nationalpark","fillon","land","sigmar","guttenbergs","scheitern","minderheitsregierung","nordrheinwestfalen","bundeskanzlerin","kandidaten","gruene","sozialdemokraten","annegret","chrupalla","falter","kabinett","kanzler","karlerivan"
"48","ute","debatte","pds","wirtschaftspolitik","muentefering","fraktion","bundestag","waehler","wahl","fraktion","fraktionschef","beifall","land","niederlage","stimmen","wahlen","joschka","politiker","waehlen","wirtschaftsminister","themen","aussenminister","kurt","debatte","csuchef","kohl","laschet","niedersachsen","debatte","debatte","linken","horst","parteien","berlin","horst","opposition","ministerpraesident","kraft","gegner","fragen","schwarzgelben","wahl","reihen","stimmen","wahlkampf","ministerpraesidentin","gremium","wollten","kanzler","lindner","mehrheit","solms","gewaehlt","schadet","mehrheit","gabriels","stimmen","minister","gruenen","sozialdemokraten","wahl","buerger","parteikonvent","satz","bundeskanzlerin","landtagswahl","le","christian","sondierungspapier","bayern","nordrheinwestfalen","opposition","thueringen","waehler","emden","frage","kabinett","nrw","staatsregierung","politische"
"49","hessen","ministerpraesident","ronald","gysi","buendnis","minister","berliner","bundesregierung","wirtschaftsminister","politische","ministerpraesidenten","wahlkampf","wahlkampf","anhaenger","parteitag","niederlage","kanzleramt","opposition","edmund","stimmen","bundestagswahl","fdp","joerg","soziale","bayerische","soziale","ministerpraesidenten","parteispitze","erwin","politik","steinmeier","abgeordneten","bundestag","stimmen","bund","ministerpraesident","politische","gruenen","umfragewerte","generalsekretaer","wahlkampf","guido","wahlkampf","volkspartei","rainer","linken","kapitalseite","bundestag","amt","bundeskanzlerin","schaeuble","bundestagswahl","buergermeister","oeffentlichkeit","bundesrat","ministerin","einwanderungsgesetz","berlin","hendricks","vermerk","rechtspopulisten","bundestagswahl","wildenheinlauterbach","stimmen","kanzlerkandidat","kraft","stoiber","frankwalter","bund","neuwahlen","markus","kandidatur","parteien","bundeskanzlerin","umfragen","volksparteien","abgeordnete","waehler","buendnis","widerstand"
"50","koalitionspartner","rotgruenen","fraktion","schily","zittern","beckstein","liberalen","wolfgang","sonntag","abgeordneten","land","bundestag","mehrheit","althaus","schroeders","reformen","berliner","rotgruenen","opposition","parteichef","gewaehlt","platzeck","grossen","dettling","beck","juergen","schroeder","merz","kochs","bayern","bayerischen","umfragen","klaus","liberalen","beck","links","august","sozialdemokraten","ministerpraesidenten","minister","politischen","kernenergie","parteitag","stuttgart","gauck","merkels","rede","bae","wahl","linke","steuererhoehungen","waehler","niedersachsen","horst","slowenien","ministerpraesidenten","linken","energiewende","buendnis","familiennachzug","bundespraesident","kandidaten","ttip","hollandes","national","helmut","gerhard","wahlkampf","politik","forsaumfrage","masterplan","jens","debatte","umfragen","europawahl","kohl","kanzler","christian","ruecktritt","bundestagswahl"
