"","2001-01-01","2001-04-01","2001-07-01","2001-10-01","2002-01-01","2002-04-01","2002-07-01","2002-10-01","2003-01-01","2003-04-01","2003-07-01","2003-10-01","2004-01-01","2004-04-01","2004-07-01","2004-10-01","2005-01-01","2005-04-01","2005-07-01","2005-10-01","2006-01-01","2006-04-01","2006-07-01","2006-10-01","2007-01-01","2007-04-01","2007-07-01","2007-10-01","2008-01-01","2008-04-01","2008-07-01","2008-10-01","2009-01-01","2009-04-01","2009-07-01","2009-10-01","2010-01-01","2010-04-01","2010-07-01","2010-10-01","2011-01-01","2011-04-01","2011-07-01","2011-10-01","2012-01-01","2012-04-01","2012-07-01","2012-10-01","2013-01-01","2013-04-01","2013-07-01","2013-10-01","2014-01-01","2014-04-01","2014-07-01","2014-10-01","2015-01-01","2015-04-01","2015-07-01","2015-10-01","2016-01-01","2016-04-01","2016-07-01","2016-10-01","2017-01-01","2017-04-01","2017-07-01","2017-10-01","2018-01-01","2018-04-01","2018-07-01","2018-10-01","2019-01-01","2019-04-01","2019-07-01","2019-10-01","2020-01-01","2020-04-01","2020-07-01","2020-10-01"
"Share (in %) on ""wirtschaft""&""unsicher""-corpus","7.0271","6.8791","6.8686","8.3803","8.5539","8.7348","8.6109","9.1145","11.155","10.1079","7.7194","5.3997","6.1791","5.7965","6.3246","6.4227","4.0789","6.1092","5.123","4.2108","5.2573","4.2713","6.059","4.8509","6.0789","5.8097","5.0453","5.3924","7.752","6.3215","6.8768","9.2608","10.714","10.2186","8.5975","6.4988","7.8387","8.2884","7.8755","5.3759","5.0987","6.7312","7.2245","8.1554","9.0159","8.6134","9.9196","7.3608","6.4581","6.0955","8.0062","5.7562","7.1393","6.5354","6.938","5.8077","7.0737","6.3743","5.8654","7.6724","6.7896","6.2848","7.6624","6.1158","6.5427","6.1748","7.2969","8.2593","6.1481","7.6316","7.9758","7.5994","8.0406","10.5711","8.2825","8.3241","6.984","7.9876","7.5114","6.469"
"Share (in %) on ""wirtschaft""-corpus","0.3699","0.3086","0.4305","0.6849","0.3862","0.5016","0.581","0.5766","0.9568","0.6083","0.3534","0.2432","0.303","0.2779","0.2986","0.2921","0.1525","0.2715","0.2386","0.1639","0.177","0.1605","0.2169","0.1822","0.2026","0.2015","0.2529","0.2645","0.4419","0.2803","0.3557","0.6626","0.6541","0.5195","0.4193","0.3021","0.4337","0.5118","0.534","0.3352","0.3189","0.4037","0.6303","0.6966","0.5718","0.5722","0.7538","0.4878","0.4135","0.3413","0.4893","0.2966","0.3714","0.2962","0.4047","0.3675","0.4311","0.3335","0.3767","0.4879","0.5648","0.506","0.8077","0.6176","0.6901","0.5281","0.5147","0.646","0.4118","0.6216","0.6534","0.6429","0.8262","0.84","0.7906","0.6993","0.7577","0.8532","0.6684","0.5805"
"Share (in Promille) on entire corpus","0.807","0.6463","0.8848","1.4636","0.8287","1.0534","1.3179","1.3207","2.0715","1.2451","0.695","0.4869","0.6069","0.5611","0.5588","0.5681","0.2857","0.5147","0.4324","0.3275","0.3356","0.2907","0.3882","0.3481","0.387","0.3888","0.4841","0.5308","0.8927","0.5597","0.7203","1.6941","1.7896","1.3636","1.0018","0.575","0.9866","1.1731","1.2368","0.8109","0.7869","0.9607","1.5702","1.7554","1.3645","1.3968","1.8079","1.1941","0.9989","0.8293","1.1335","0.6938","0.8947","0.7148","0.9482","0.884","1.0071","0.7875","0.8814","1.1035","1.3055","1.1994","1.8382","1.4395","1.6157","1.2059","1.1934","1.4686","0.9678","1.4453","1.6282","1.5912","1.9502","2.0964","2.0082","1.7672","2.168","2.7013","1.9402","1.6472"
"1","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","mrd","euro","euro","mio","euro","euro","mrd","euro","mrd","konzern","siemens","konzern","konzern","euro","euro","euro","euro","euro","konzern","euro","euro","konzern","millionen","euro","konzern","euro","euro","konzern","milliarden","euro","vw","konzern","euro","konzern","euro","milliarden","konzern","konzern","siemens","konzern","konzern","konzern","bayer","konzern","konzern","kaeser","konzern","konzern","konzern","konzern","euro"
"2","mrd","quartal","umsatz","mill","mrd","mrd","mrd","mrd","mrd","quartal","mill","mrd","mrd","mrd","mrd","mrd","mio","mrd","mrd","mrd","wennemer","konzern","mio","konzern","airbus","siemens","mrd","mrd","konzern","euro","konzern","mrd","mrd","mio","mio","euro","mio","mio","mrd","konzern","euro","euro","umsatz","umsatz","konzern","konzern","umsatz","milliarden","milliarden","milliarden","loescher","euro","konzern","kaeser","millionen","konzern","euro","euro","konzern","volkswagen","mueller","milliarden","milliarden","konzern","opel","volkswagen","air","konzern","rwe","vw","monsanto","konzern","volkswagen","bayer","konzern","milliarden","milliarden","euro","euro","konzern"
"3","mill","mill","quartal","mrd","konzern","quartal","konzern","mio","konzern","mrd","mrd","mio","mill","mill","quartal","mill","mrd","umsatz","konzern","milliarden","konzern","mrd","mrd","mio","mrd","konzern","salamander","hofreiter","mrd","mill","mrd","mio","euro","konzern","mrd","konzern","mrd","euro","euro","euro","mio","milliarden","konzern","mio","siemens","gewinn","konzern","euro","konzern","konzern","euro","milliarden","air","siemens","milliarden","millionen","lufthansa","konzern","millionen","konzern","euro","bayer","euro","millionen","konzern","bayer","diesel","airbus","henkel","bayer","bayer","monsanto","milliarden","milliarden","basf","euro","euro","milliarden","milliarden","milliarden"
"4","aktie","umsatz","mrd","quartal","mio","mio","analysten","umsatz","mill","mill","konzern","mill","aventis","konzern","umsatz","konzern","umsatz","mill","mill","konzern","profumo","mio","bank","mrd","konzern","pierer","konzern","mio","mill","lufthansa","mill","konzern","konzern","mrd","konzern","mio","konzern","konzern","mio","umsatz","milliarden","telekom","gewinn","milliarden","milliarden","umsatz","millionen","millionen","millionen","millionen","millionen","konzern","milliarden","alstom","konzern","milliarden","milliarden","millionen","milliarden","euro","milliarden","konzern","bayer","milliarden","euro","vw","euro","volkswagen","daimler","daimler","thyssenkrupp","kerkhoff","umsatz","euro","siemens","thyssenkrupp","volkswagen","bayer","daimler","millionen"
"5","umsatz","mrd","konzern","aktie","mill","mill","aktie","mill","umsatz","umsatz","quartal","umsatz","konzern","millionen","mio","quartal","schroederwildberg","mio","mio","gewinn","mrd","fusion","mittal","konzerns","milliarden","mrd","porsche","uebernahme","umsatz","umsatz","postbank","umsatz","umsatz","quartal","opel","quartal","umsatz","gewinn","umsatz","loescher","mrd","gewinn","millionen","konzern","mrd","mio","vw","quartal","umsatz","quartal","milliarden","geschaeft","millionen","euro","karstadt","thyssenkrupp","umsatz","tnt","umsatz","winterkorn","millionen","henkel","millionen","bayer","gm","euro","daimler","kaeser","bageltrah","diesel","bmw","baumann","siemens","bmw","milliarden","umsatz","umsatz","lufthansa","kaellenius","aktionaere"
"6","dm","mio","aktie","umsatz","jahr","aktie","quartal","quartal","gewinn","mio","umsatz","dollar","sanofi","gewinn","sap","umsatz","mill","hvb","quartal","bank","bank","alcatel","konzern","lufthansa","eads","cromme","uebernahme","porsche","millionen","konzern","umsatz","porsche","opel","umsatz","umsatz","umsatz","toyota","opel","quartal","acs","gewinn","geschaeft","siemens","quartal","umsatz","mrd","winterkorn","umsatz","gewinn","umsatz","siemens","umsatz","thyssenkrupp","milliarden","benko","lee","millionen","weltbild","air","diesel","volkswagen","umsatz","umsatz","lufthansa","boerse","milliarden","bmw","mueller","siemens","aufsichtsrat","daimler","milliarden","bayer","volkswagen","euro","boersengang","daimler","hauptversammlung","millionen","umsatz"
"7","gewinn","aktie","analysten","mio","umsatz","konzern","umsatz","analysten","jahr","konzern","gewinn","gewinn","unternehmen","umsatz","mill","gewinn","jahr","unternehmen","umsatz","analysten","basf","uebernahme","allianz","konzernchef","endesa","airbus","hunold","konzern","toyota","quartal","uebernahme","quartal","gm","porsche","quartal","gewinn","gewinn","quartal","dollar","ferrostaal","umsatz","bmw","milliarden","mrd","gewinn","quartal","gewinn","dollar","siemens","ks","loewe","quartal","siemens","kron","kaufhof","eder","dividende","post","volkswagen","millionen","air","geschaeft","unternehmen","umsatz","psa","aktionaere","milliarden","lufthansa","innogy","achleitner","milliarden","uebernahme","daimler","vw","sewing","vorstandschef","vw","aktionaere","umsatz","gewinn"
"8","jahr","gewinn","gewinn","konzern","gewinn","umsatz","gewinn","gewinn","mio","analysten","halbjahr","quartal","umsatz","quartal","gewinn","mio","mlp","quartal","dollar","mill","milliarden","aktionaere","thyssenkrupp","eads","umsatz","dhl","verkauf","mill","chrysler","mio","schaeffler","sap","quartal","gewinn","schaeffler","gm","gm","umsatz","winterkorn","gewinn","siemens","mio","mio","siemens","hiesinger","millionen","milliarden","gewinn","daimler","bmw","ackermann","gewinn","kaeser","ge","alitalia","umsatz","hainer","umsatz","vorstandschef","schaeffler","nathusius","unternehmen","siemens","air","linde","osterloh","uebernahme","milliarden","kaeser","siemens","vorstandschef","thyssenkrupp","mitarbeiter","daimler","vorstandschef","basf","millionen","umsatz","geschaeft","geschaeft"
"9","quartal","analysten","unternehmen","gewinn","aktie","analysten","mill","konzern","aktie","ersten","analysten","aktie","aktie","analysten","konzern","dollar","konzern","bank","millionen","umsatz","umsatz","rund","umsatz","umsatz","varel","loescher","vorstandsvorsitzender","milliarden","bmw","konzerns","loescher","vw","hersteller","millionen","gm","opel","jahr","ersten","gewinn","mio","daimler","umsatz","halbjahr","millionen","thyssenkrupp","milliarden","mio","aktie","geschaeft","evonik","ks","bosch","geschaeftsjahr","millionen","duerheimer","bilfinger","adidas","droege","strauss","audi","linde","millionen","quartal","uebernahme","baete","mueller","boerse","diesel","vw","sewing","unternehmen","siemens","geschaeft","monsanto","thyssenkrupp","bayer","unternehmen","millionen","covestro","unternehmen"
"10","unternehmen","jahr","dm","unternehmen","analysten","gewinn","mio","bank","quartal","aktie","mio","konzern","uebernahme","bank","bank","analysten","bank","analysten","gewinn","aktie","uebernahme","lucent","uebernahme","gewinn","power","bank","mill","umsatz","aktionaere","express","geschaeft","autos","chrysler","gm","halbjahr","dritten","quartal","sap","arques","millionen","unternehmen","boersengang","quartal","gewinn","mio","geschaeft","mrd","daimler","vorstandschef","siemens","aktie","volkswagen","umsatz","geschaeft","koch","lufthansa","vergangenen","fedex","autobauer","autos","vw","aktie","air","monsanto","unternehmen","dieselaffaere","hersteller","euro","vorstand","vorstandschef","siemens","aufsichtsrat","fusion","umsatz","geschaeft","unternehmen","hersteller","branche","uebernahme","daimler"
"11","mio","dm","lufthansa","dollar","unternehmen","ersten","halbjahr","aktie","analysten","gewinn","unternehmen","jahr","jahr","nokia","aktie","aktie","gewinn","unicredito","jahr","quartal","sap","milliarden","arcelor","basf","eon","uebernahme","wolfsburg","millionen","verkauf","uebernahme","aktie","post","dollar","ersten","gewinn","millionen","gallois","gm","vw","uebernahme","bmw","obermann","lufthansa","loescher","millionen","metro","siemens","analysten","bmw","autos","umsatz","prokon","hiesinger","umsatz","vorstandschef","dividende","gewinn","vw","autos","milliarden","boeing","dividende","monsanto","gewinn","verkauf","millionen","unternehmen","ge","diesel","monsanto","mitarbeiter","vorstandschef","sewing","uebernahme","umsatz","appel","produktion","geschaeft","gewinn","quartal"
"12","konzern","unternehmen","milliarden","analysten","quartal","ergebnis","unternehmen","geschaeftsjahr","unternehmen","peoplesoft","aktie","franken","gewinn","ag","analysten","unternehmen","dollar","konzern","nokia","vorstandschef","mill","siemens","gewinn","airbus","a","sbs","winterkorn","basf","postbank","sprissler","conti","daimler","geschaeft","unternehmen","porsche","milliarden","eads","ergebnis","unternehmen","mrd","jahr","quartal","stracke","dritten","quartal","porsche","quartal","bmw","loescher","gewinn","quartal","kaeser","etihad","fmc","air","siemens","aktionaere","bilfinger","geschaeft","covestro","beiersdorf","uebernahme","vorstandschef","volkswagen","uebernahme","baumann","autoindustrie","daimler","tigges","autos","volkswagen","unternehmen","bmw","konzerns","continental","geschaeft","vorstandschef","sap","continental","volkswagen"
"13","analysten","bank","jahr","jahr","millionen","hauptversammlung","france","jahr","geschaeftsjahr","unternehmen","dollar","analysten","quartal","aktionaere","dollar","sap","gabor","uebernahme","analysten","zahlen","sprissler","mittal","kirchner","kloeckner","sap","haasis","bechtolsheim","eads","vorstandschef","gewinn","bank","bmw","ford","vorstandschef","vw","uebber","vw","milliarden","autobauer","konzerns","vw","gm","mrd","branche","sap","koch","halbjahr","dividende","metro","a","wauthier","vorstandschef","verkauf","gewinn","umsatz","hiesinger","jahr","vorstandschef","jahr","umsatz","geschaeft","gewinn","vw","vorstandschef","autos","monsanto","volkswagen","schlecker","aufsichtsrat","innogy","uebernahme","kaeser","vw","thyssenkrupp","mitarbeiter","audi","geschaeft","volkswagen","volkswagen","vorstand"
"14","millionen","konzern","dollar","millionen","geschaeftsjahr","mobilcom","millionen","millionen","milliarden","geschaeft","ersten","unternehmen","fusion","mitsubishi","rund","karstadtquelle","analysten","mayrhuber","ergebnis","allianz","stoecken","umsatz","halbjahr","siemens","hochtief","verkauf","boersengang","boersengang","geschaeft","lehner","verkauf","airbus","jahr","appel","magna","geschaeftsjahr","siemens","eon","daimler","milliarden","millionen","uebernahme","geschaeft","geschaeft","kaeser","operative","geschaeft","abschreibungen","evonik","airbus","thyssenkrupp","siemens","operativen","aktie","etihad","konzerns","airbus","jahr","bmw","bayer","aktionaere","air","uebernahme","mueller","fusion","umsatz","aufsichtsrat","verkauf","unternehmen","bmw","easyjet","kuka","kaeser","millionen","snabe","covestro","bmw","vorstand","vorstandschef","vorstandschef"
"15","geschaeftsjahr","uebernahme","mill","verlust","ergebnis","jahr","ergebnis","dritten","vorjahr","ergebnis","vivendi","millionen","verlust","ersten","millionen","millionen","branche","dollar","bolloré","mlp","millionen","zetsche","rag","vorstandschef","lasorda","mio","ag","siegfried","milliarden","daimler","hurd","opel","gewinn","milliarden","vorstandschef","unternehmen","autos","zahlen","millionen","verkauf","hersteller","tui","opel","jahr","dollar","ersten","porsche","eon","boerse","hauptversammlung","konkurrenten","bmg","boersengang","konkurrenten","lufthansa","aktionaere","konkurrenten","winterkorn","markt","mercedes","reitzle","aktionaere","aktionaere","emirates","umsatz","porsche","millionen","a","uebernahme","milliarden","hersteller","hersteller","vorstandschef","geschaeft","vorstand","millionen","gewinn","daimler","siemens","bmw"
"16","ag","rund","millionen","geschaeftsjahr","vorjahr","ag","mobilcom","zahlen","ergebnis","oracle","bank","rund","vorjahr","aktie","uebernahme","rund","vorjahr","siemens","bank","sap","boerse","millionen","quartal","hiess","gallois","millionen","fusion","vorstandschef","loescher","fusion","gewinn","rund","vorstandschef","ergebnis","escada","dollar","vorstandschef","dollar","geschaeft","hochtief","autos","hauptversammlung","ersten","daimler","geschaeftsjahr","siemens","ersten","vorstandschef","jahr","jahr","kaeser","stiftung","gewinn","electric","bentley","piloten","geschaeft","uebernahme","winterkorn","rorsted","unternehmen","vorjahr","gewinn","siemens","vw","wolfsburger","vorstand","air","euro","hersteller","umsatz","euro","vorstand","sap","unternehmen","gewinn","werke","vorstandschef","elektroautos","sap"
"17","intershop","millionen","mio","dritten","konzerns","france","jahr","dollar","rampl","jahr","geschaeftsjahr","degussa","analysten","unternehmen","halbjahr","jahr","vorstandschef","muenchener","zweiten","mio","hdtv","finck","samuelsson","milliarden","uebernahme","bilfinger","volkswagen","werke","bank","uebber","konzerns","gm","autos","daimler","ersten","vorjahreszeitraum","millionen","konzerns","milliarden","unternehmen","dollar","mrd","rund","vorstandschef","jahr","vorstandschef","volkswagen","sap","koch","vorstandschef","daimler","daimler","filialen","vorstandschef","geschaeft","gewinn","autos","bmw","porr","wolfsburg","porsche","volkswagen","m","geschaeft","praxair","operative","umsatz","bmw","mitarbeiter","uebernahme","fahrzeuge","bmw","euro","aufsichtsrat","bayer","mitarbeiter","fahrzeuge","uebernahme","osram","geschaeftsjahr"
"18","lufthansa","ag","basf","rund","dollar","unternehmen","ersten","ergebnis","bank","ag","ergebnis","ergebnis","millionen","mio","jahr","dritten","vergangenen","jahr","aktie","aktienkurs","novartis","konzerns","vorstandschef","medion","verkauf","kleinfeld","air","thyssenkrupp","aktie","hauptversammlung","wennemer","gewinn","geschaeftsjahr","uebernahme","geschaeft","eads","geschaeft","jahr","halbjahr","quartal","eads","dollar","gm","dollar","geschaeft","boersengang","opel","geschaeftsjahr","zetsche","vw","gewinn","bmw","vorstandschef","uebernahme","autos","bodner","marke","geschaeft","uebernahme","konzerns","konzerns","edf","linde","schneider","audi","wolfsburg","vorstandschef","general","thales","volkswagen","aufsichtsrat","midea","umbau","magna","sap","hersteller","lufthansa","baehr","unternehmen","covestro"
"19","vorjahr","dollar","analyst","milliarden","zahlen","télécom","bank","unternehmen","millionen","millionen","zahlen","vorjahr","analyst","jahr","ergebnis","goodwin","milliarden","fusion","zetsche","verkauf","mio","bayer","ackermann","aktionaere","boerse","la","wiedeking","verkauf","gewinn","konzernchef","gm","absatz","uebernahme","post","siemens","vw","unternehmen","kunden","kunden","konkurrenten","rund","opel","boersengang","kunden","loescher","kunden","jahr","siemens","quartal","rtl","cromme","hersteller","geschaeft","verkauf","jahr","abb","air","operativen","bench","dekkers","gewinn","baete","rund","unternehmen","millionen","airbus","konzerns","konzerns","eon","vorstand","autobauer","reuter","millionen","vorstandschef","hymer","daimler","aktionaere","unternehmen","vorstand","adidas"
