"","2001-01-01","2001-04-01","2001-07-01","2001-10-01","2002-01-01","2002-04-01","2002-07-01","2002-10-01","2003-01-01","2003-04-01","2003-07-01","2003-10-01","2004-01-01","2004-04-01","2004-07-01","2004-10-01","2005-01-01","2005-04-01","2005-07-01","2005-10-01","2006-01-01","2006-04-01","2006-07-01","2006-10-01","2007-01-01","2007-04-01","2007-07-01","2007-10-01","2008-01-01","2008-04-01","2008-07-01","2008-10-01","2009-01-01","2009-04-01","2009-07-01","2009-10-01","2010-01-01","2010-04-01","2010-07-01","2010-10-01","2011-01-01","2011-04-01","2011-07-01","2011-10-01","2012-01-01","2012-04-01","2012-07-01","2012-10-01","2013-01-01","2013-04-01","2013-07-01","2013-10-01","2014-01-01","2014-04-01","2014-07-01","2014-10-01","2015-01-01","2015-04-01","2015-07-01","2015-10-01","2016-01-01","2016-04-01","2016-07-01","2016-10-01","2017-01-01","2017-04-01","2017-07-01","2017-10-01","2018-01-01","2018-04-01","2018-07-01","2018-10-01","2019-01-01","2019-04-01","2019-07-01","2019-10-01","2020-01-01","2020-04-01","2020-07-01","2020-10-01"
"37","literatur","ddr","spaeter","jahren","bisschen","sah","huntzicker","macht","angst","alt","glueck","geschichten","erzaehlt","gibt","liebe","junge","angst","paul","mensch","fragt","job","kindern","tun","hause","connie","macht","brigitte","alt","sitzt","leute","karriere","lebens","junge","arzt","zeit","sohn","mutter","jahre","ursula","beruf","arbeiten","hause","mueller","lehrer","reden","alten","ging","ging","stadt","ziemlich","paar","geschichte","sitzt","sohn","kindern","buch","kind","haus","lacht","geboren","geschichte","alte","konnte","stunden","junge","konnte","angst","konnte","king","nemat","gibt","borrometi","feder","modi","fabrik","licht","betten","lernen","familien","muenchen"
"38","wirkt","gerne","stunde","schmidt","jahre","augen","gesagt","geworden","mag","geworden","stadt","literatur","tun","welt","alter","wissen","erinnert","jungen","uhr","gefuehl","kindern","schueler","selten","flick","the","tun","los","gut","vater","schulen","dachte","frueher","all","alter","geschichte","kennt","arbeit","zeit","sitzt","heute","all","all","eltern","stefan","gern","art","film","jahre","schrieb","gott","klingt","film","abend","jungen","berg","schule","strasse","kleine","junge","berlin","polizei","erinnert","dorf","lebt","namen","polizei","liebe","junge","klasse","freunde","buch","geschichte","schule","gern","clara","alt","abi","vukovic","bohn","arzt"
"39","findet","alte","alte","ersten","deutsch","jugendliche","hoeren","gefuehl","tag","gerne","gibt","erlebt","graf","liess","maennern","gern","familien","milieu","jungen","tun","geworden","jugend","kampusch","stunden","spaeter","john","wirkt","fragt","neun","yanhui","alte","madoff","bisschen","ehemaligen","kind","jahre","zeit","rand","padellaro","beitz","jahre","briefe","auto","name","sitzen","stadt","  peter","barlach","gerne","grenze","manhattan","buergermeister","mensch","eva","reden","jahre","macht","buch","sitzt","deutsch","familien","lesen","bolt","gern","homoeopathie","caracas","haus","maenner","minuten","aids","figuren","tschechen","buch","sitzt","schule","lernen","arbeit","humboldt","arbeitet","kind"
"40","schule","leute","mutter","vergessen","vater","kind","wort","schrieb","spaeter","alte","vater","vater","kunst","erzaehlt","klingt","tag","job","gerne","junge","mag","kennt","hinz","rablstadler","schueler","laecheln","licht","knabe","schell","sah","wusste","arbeitet","cundey","papst","her","klingt","macht","buecher","brossardt","irgendwann","zeit","karriere","bild","bisschen","kleine","zeit","gefuehl","sitzen","jungen","kopf","namen","geht","hause","buero","uhr","ersten","konnte","maenner","lieber","art","reden","weissen","strasse","gefuehl","gruppe","sohn","lieber","buch","erzaehlen","filme","mdr","maedchen","uhr","beziehung","recanati","konnte","nai","erzaehlt","kennt","kind","kindern"
"41","roberts","lang","bilder","lesen","tun","junge","spaeter","bilder","hitler","arbeit","maenner","generation","deutsch","lernen","geld","gibt","geboren","konnte","geworden","bisschen","schueler","macht","glaubt","verrat","karriere","all","contergan","heute","griechen","beruf","stolz","jungen","mag","geschichte","gelernt","sandmaennchen","karriere","geschichte","mutterschaft","generation","geboren","buch","kind","verdienen","fragt","schreibt","kuenstler","theater","junge","schaut","alte","new","geht","woodley","gott","kirche","glueck","junge","polizei","helmut","haus","denkt","augen","bilder","alt","sitzen","bisschen","leere","mutter","heimat","rietzschel","wort","gesagt","gerne","bisschen","karriere","kopp","wein","angeles","job"
"42","kind","augen","angst","bisschen","kind","art","all","k","geld","geboren","jungen","wissen","mag","frueher","erlebt","ddr","jahre","hause","beruf","lieber","gefuehl","gerne","stunde","paar","job","laesst","stunde","uhr","job","links","gerne","arbeitet","wissen","mutter","erinnert","geschenke","wissen","pflege","hause","alten","leber","martha","alten","konnte","tag","james","sitzt","unseld","kindern","mensch","ging","de","bauen","ziemlich","halb","findet","gehen","sucht","mag","haus","paar","bilder","lang","schule","literatur","remo","maenner","literatur","lesen","polizei","erzaehlt","sitzt","dornheim","mensch","arbeiten","abend","stunden","supermarkt","the","polizei"
"43","sah","jungen","bild","erzaehlt","verlag","namen","endlich","mag","mutter","sohn","kollegen","familie","kennt","alt","kunst","macht","frueher","jahre","erzaehlt","generation","diesmal","lesen","maenner","jahre","jahre","leser","macht","frauen","geschichte","erinnert","leute","buero","jungen","strasse","ziemlich","paar","schwartz","gelernt","kindern","alte","schwarz","tag","arbeitet","dinge","stunden","tag","alt","bisschen","suhrkamp","sitzt","kopf","leser","luis","kultur","fragt","kindern","demonstranten","minuten","angst","buch","hotel","kuenstler","gesehen","buecher","lyrik","buch","bognanni","simbabwe","spaeter","realismus","heute","strasse","christchurch","gujarat","ikea","junge","schueler","geschichte","sterben","angst"
"44","tochter","schiller","roman","tun","frauen","familien","laesst","gesagt","art","urbani","familie","tod","kopf","schmidt","mag","konnte","gern","fragt","kamen","sanjoy","fernsehen","genau","faehrt","jungen","alt","sitzt","gibt","fuers","publikum","mondavi","vater","mutter","arbeit","karriere","morgen","stimme","geburt","hebammen","erinnert","westen","gerne","macht","strasse","stueck","maennern","vater","essen","stadt","alten","kilometer","begann","alten","josten","los","kennt","ort","fernsehen","sitzt","tag","schneider","erzaehlt","belgrad","jahre","spaeter","wiener","aethiopien","jahre","jahre","alt","eltern","uhr","wasser","namen","geschichte","kunst","polnischen","sellmeier","gefuehl","jungen","gibt"
"45","lebt","journalisten","erinnert","sitzt","erzaehlt","alte","job","kind","gefuehl","tun","denkt","kapitel","erlebt","ziemlich","tag","bahr","kollegen","macht","gerne","schriftsteller","schreibt","bisschen","gesagt","gott","art","haus","laesst","alter","spass","lehrer","schwarzen","karriere","stolz","edda","paar","kahawatte","schreibt","macht","frueher","erzaehlt","geschichte","wollten","jugendliche","sohn","freunde","frueher","tat","beruf","welch","musik","vater","wusste","abends","le","mag","reden","schule","arbeit","wohnung","gekommen","unterwegs","klingt","familien","freital","arbeitet","maduro","helmut","lachen","gemacht","jahre","wort","lesen","lebt","kirche","bekam","wut","zwei","zwei","spaeter","bisschen"
"46","alter","kopf","welt","haus","alten","gern","s","wissen","geht","irgendwann","kirche","sohn","gehoert","reden","schule","all","bekommt","wissen","denkt","gesagt","mag","leute","verlag","gemacht","alter","konnte","stunden","findet","konnte","all","idee","erinnert","dinge","kolumbien","leuten","sitzt","glueck","woessmann","gerne","fontane","guttenberg","schule","new","sitzt","borgen","zeit","gestaendnis","buero","tag","paul","tag","geboren","maedchen","revolution","alt","alte","musik","jahre","liebe","abend","auto","duesseldorfer","haus","island","deutsch","haus","hause","stunden","buecher","club","lehrer","schueler","erinnert","lang","kocner","lang","lang","virus","nowak","geschichte"
"47","angst","publikum","wissen","genau","hans","frueher","scarlette","zwei","kirche","uhr","alter","grossvater","alte","geboren","spiegel","spaeter","all","spaeter","ehe","sohn","moechte","arbeiten","alten","gesicht","namen","wirkt","maedchen","reden","hause","spielt","fotos","draussen","gern","steinke","job","geschenk","tag","arbeitet","buch","christen","los","sitzen","fenster","alt","vater","geht","auto","schule","gern","sitzen","yellow","arbeitet","gemeinderat","buch","jahre","arbeiten","ging","liebe","gefuehl","konnte","roman","sitzt","fotos","geht","bisschen","tod","freunde","lieber","luther","maennern","fluechtlinge","henle","ersten","fernsehen","essen","billi","wuhan","gerade","toyoki","arbeit"
"48","augen","gesicht","spricht","kennt","worte","anzug","essen","stunden","laesst","film","alten","kindern","gibt","the","marlon","geboren","film","kapitalismus","reden","rede","tiefe","begriff","lesen","the","freunde","minuten","bringt","beruf","troja","publikum","fernsehen","sex","erinnert","deutsch","redet","ging","spaeter","alten","publikum","lesen","sohn","sohn","generation","noguchi","glueck","wort","jungen","gehoert","hoert","park","gerne","mensch","markus","geld","gipfel","behinderung","fragt","stimme","uhr","frueher","bisschen","weisberg","ort","angst","uhr","mutter","osten","roman","civil","konnte","wasser","gibt","tag","ukrainer","tochter","leute","angst","telefon","zeitung","zwei"
"49","machtlfing","stolz","kleine","wort","ging","vater","uhr","geschichten","beginnt","kollegen","all","findet","jahren","frau","zimmer","sprache","irgendwann","laecheln","lebens","macht","minuten","mutter","schweiz","nation","gibt","katholischen","haus","lebt","alten","zhou","kollegen","sitzt","augen","haus","gefuehl","journalisten","kollegen","bisschen","macht","schoenen","paar","kind","karriere","frueher","verlag","gerne","tod","begann","heute","gebaut","gesagt","joerg","lebens","band","erlebt","gefuehl","muenchen","hotel","jahre","familien","denkt","kleine","doug","gewalt","kindern","unterricht","polizei","joshua","scholl","zwei","altamira","auto","gomez","haengen","schumann","tag","yang","reden","lang","macht"
"50","sohn","jahre","ort","professor","frueher","wusste","selten","wirkt","jahrhundert","maenner","ersten","wahrheit","axel","strassen","robert","literatur","art","namen","laengst","jessica","folgt","internet","gedacht","dylan","gefuehl","gern","gesicht","kurz","lange","wissen","tag","strasse","frueher","kennt","gesicht","freund","frueher","arbeitgeber","gemacht","macht","maedchen","ging","ging","bisschen","nyborg","sitzt","meter","geld","schreibt","strasse","konnte","arbeiten","jugend","schule","tun","geschichte","karriere","voller","strasse","angst","rechten","spaeter","uhr","fragt","alten","kirche","athener","hitler","liebe","mohammed","morgens","spaeter","meurisse","liest","ingvar","hoeren","sohn","grafenwoehr","vater","kamen"
