"","2001-01-01","2001-02-01","2001-03-01","2001-04-01","2001-05-01","2001-06-01","2001-07-01","2001-08-01","2001-09-01","2001-10-01","2001-11-01","2001-12-01","2002-01-01","2002-02-01","2002-03-01","2002-04-01","2002-05-01","2002-06-01","2002-07-01","2002-08-01","2002-09-01","2002-10-01","2002-11-01","2002-12-01","2003-01-01","2003-02-01","2003-03-01","2003-04-01","2003-05-01","2003-06-01","2003-07-01","2003-08-01","2003-09-01","2003-10-01","2003-11-01","2003-12-01","2004-01-01","2004-02-01","2004-03-01","2004-04-01","2004-05-01","2004-06-01","2004-07-01","2004-08-01","2004-09-01","2004-10-01","2004-11-01","2004-12-01","2005-01-01","2005-02-01","2005-03-01","2005-04-01","2005-05-01","2005-06-01","2005-07-01","2005-08-01","2005-09-01","2005-10-01","2005-11-01","2005-12-01","2006-01-01","2006-02-01","2006-03-01","2006-04-01","2006-05-01","2006-06-01","2006-07-01","2006-08-01","2006-09-01","2006-10-01","2006-11-01","2006-12-01","2007-01-01","2007-02-01","2007-03-01","2007-04-01","2007-05-01","2007-06-01","2007-07-01","2007-08-01","2007-09-01","2007-10-01","2007-11-01","2007-12-01","2008-01-01","2008-02-01","2008-03-01","2008-04-01","2008-05-01","2008-06-01","2008-07-01","2008-08-01","2008-09-01","2008-10-01","2008-11-01","2008-12-01","2009-01-01","2009-02-01","2009-03-01","2009-04-01","2009-05-01","2009-06-01","2009-07-01","2009-08-01","2009-09-01","2009-10-01","2009-11-01","2009-12-01","2010-01-01","2010-02-01","2010-03-01","2010-04-01","2010-05-01","2010-06-01","2010-07-01","2010-08-01","2010-09-01","2010-10-01","2010-11-01","2010-12-01","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01","2012-01-01","2012-02-01","2012-03-01","2012-04-01","2012-05-01","2012-06-01","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01","2015-05-01","2015-06-01","2015-07-01","2015-08-01","2015-09-01","2015-10-01","2015-11-01","2015-12-01","2016-01-01","2016-02-01","2016-03-01","2016-04-01","2016-05-01","2016-06-01","2016-07-01","2016-08-01","2016-09-01","2016-10-01","2016-11-01","2016-12-01","2017-01-01","2017-02-01","2017-03-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-10-01","2017-11-01","2017-12-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01","2018-08-01","2018-09-01","2018-10-01","2018-11-01","2018-12-01","2019-01-01","2019-02-01","2019-03-01","2019-04-01","2019-05-01","2019-06-01","2019-07-01","2019-08-01","2019-09-01","2019-10-01","2019-11-01","2019-12-01","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01","2023-03-01","2023-04-01","2023-05-01","2023-06-01","2023-07-01","2023-08-01","2023-09-01","2023-10-01","2023-11-01","2023-12-01","2024-01-01","2024-02-01","2024-03-01","2024-04-01","2024-05-01","2024-06-01","2024-07-01","2024-08-01","2024-09-01","2024-10-01"
"Share (in %) on ""wirtschaft""&""unsicher""-corpus","6.4493","7.7671","6.9615","8.4363","6.2933","5.4153","6.6385","6.8247","7.0402","8.8591","9.0005","6.8714","6.8767","8.3681","10.9789","7.6665","10.453","8.2664","9.6718","10.0275","6.1178","10.5195","10.6028","5.945","9.8589","11.6922","11.6215","11.3149","10.3804","8.2097","9.7479","8.464","5.8868","6.2301","5.6562","3.9654","6.4055","3.9737","7.8127","4.8561","5.2247","7.6613","7.3964","6.3246","5.3201","5.3791","7.793","6.28","5.8836","1.8764","4.6662","3.8099","7.3063","6.742","8.0638","6.5206","2.5335","4.4643","3.593","4.6195","6.3806","4.9387","4.423","4.8232","3.5082","4.6579","5.7223","8.6411","3.8589","5.9531","3.8062","4.5412","3.7165","7.7337","6.8646","5.3062","6.7156","5.4077","2.6208","5.606","5.8412","4.8908","6.0093","5.1366","6.32","8.0253","9.2623","8.8447","4.7065","5.2385","7.6294","7.2936","6.0272","9.1692","12.1052","6.6084","10.3225","11.094","10.7907","11.7016","11.3085","7.069","7.3912","10.3934","8.3131","9.0016","5.9521","5.0491","6.5944","7.9828","8.8533","7.9881","10.0184","6.9443","7.6107","11.2889","4.6656","4.8516","5.7744","5.3655","6.4638","6.4474","3.4957","5.2721","8.5334","6.2718","7.1936","7.0077","7.5052","8.4782","8.2118","7.731","8.9509","10.9111","7.0082","9.5965","11.3195","4.9668","10.7304","14.0375","4.2365","8.1501","8.3144","5.2502","5.5945","7.1512","6.6174","4.2378","8.4431","6.5675","9.3132","8.2626","6.283","6.8235","3.7495","6.0635","10.0238","3.7707","7.9329","5.3918","8.4929","5.4428","8.0971","8.2863","4.805","4.1064","7.6889","5.8683","4.9672","9.2657","7.2577","6.0011","9.1106","3.9153","4.9078","7.581","4.885","11.6022","4.8665","5.3749","7.3264","6.0446","6.9394","9.2923","6.6816","3.7916","6.0696","7.9085","9.5673","3.8034","7.194","6.6391","6.933","6.9053","5.5715","6.9679","8.4485","2.5956","10.7496","6.3011","4.7614","6.9543","10.1315","7.4712","5.0481","7.6686","6.0397","8.65","10.7074","4.2709","8.34","8.7098","6.7581","6.0178","8.7599","8.5396","8.6074","11.2943","4.893","11.1855","13.7657","6.3875","10.7473","5.4038","8.7428","10.3422","6.0763","8.8113","6.2545","7.4232","7.1509","6.9038","7.8618","9.4098","9.4604","6.7216","6.1086","5.4935","7.0609","7.272","4.9627","7.4129","5.1779","3.2132","8.0918","6.7179","5.051","6.6987","5.6348","6.2794","6.5962","5.6119","3.7628","4.9227","6.6153","6.8041","7.2395","7.1605","7.6038","10.9213","6.5135","5.6023","7.1306","4.631","8.2259","6.81","5.7751","9.1118","6.2982","3.2962","5.8368","3.8768","5.9537","5.86","8.495","7.2719","3.6665","7.4501","6.5786","8.3523","8.3343","3.9146","5.6475","8.2131","7.0312","4.47"
"Share (in %) on ""wirtschaft""-corpus","0.4236","0.4745","0.4504","0.5496","0.3162","0.2846","0.4079","0.4828","0.7466","1.0763","0.8175","0.5764","0.469","0.4379","0.5697","0.506","0.7011","0.6065","0.7542","0.8212","0.5301","0.7708","0.7896","0.4738","0.7859","1.2073","1.4171","0.9409","0.7223","0.4917","0.492","0.5592","0.3635","0.328","0.3863","0.2192","0.3991","0.3017","0.4869","0.296","0.3806","0.389","0.4056","0.434","0.316","0.3258","0.4412","0.4252","0.2865","0.1074","0.2281","0.184","0.4663","0.4196","0.4217","0.343","0.1951","0.2808","0.1852","0.192","0.3247","0.1842","0.2335","0.2404","0.1943","0.2247","0.2042","0.4297","0.1875","0.3261","0.173","0.2476","0.1616","0.3423","0.3143","0.2879","0.3213","0.2176","0.1168","0.4076","0.4316","0.2509","0.4247","0.3557","0.4522","0.5911","0.5655","0.4877","0.2863","0.287","0.4938","0.4257","0.4698","0.9743","0.9394","0.5541","0.9187","0.8515","0.8764","0.8455","0.655","0.3969","0.4924","0.6257","0.5557","0.5449","0.3798","0.3537","0.4156","0.6355","0.614","0.558","0.8254","0.5708","0.637","0.9802","0.3738","0.3031","0.5074","0.4993","0.447","0.3875","0.3509","0.3834","0.6654","0.5489","0.6201","0.8875","0.7584","0.8599","0.8971","0.7894","0.7894","0.7969","0.4412","0.7205","1.0741","0.4125","1.1536","1.33","0.3544","0.6966","0.6595","0.4182","0.4396","0.6082","0.5526","0.3788","0.4962","0.4911","0.7448","0.5929","0.4974","0.5321","0.2006","0.3836","0.5599","0.2814","0.6633","0.326","0.5173","0.299","0.5261","0.6447","0.3894","0.3334","0.5839","0.4937","0.4682","0.8653","0.5108","0.3936","0.6851","0.2552","0.3228","0.6694","0.4151","1.074","0.398","0.3922","0.8605","0.6841","0.665","0.8396","0.6086","0.4714","0.9347","0.9847","1.0217","0.3842","0.8967","1.0578","1.0955","0.961","0.6132","0.9475","0.845","0.2469","1.0148","0.5958","0.4054","0.7662","1.0431","0.6636","0.4439","0.6243","0.5632","0.7784","1.0653","0.471","0.781","0.8779","0.669","0.6474","0.9767","0.8656","1.1552","1.364","0.5837","1.1274","1.3125","0.607","1.2705","0.6089","1.0385","1.1006","0.6827","0.8198","0.6988","0.9278","1.2889","0.9598","1.1927","1.1911","1.0572","0.7083","0.6629","0.7183","0.8249","0.6781","0.5215","0.6496","0.4819","0.2482","0.7758","0.5819","0.4295","0.7053","0.537","0.4961","0.6904","0.664","0.4165","0.5184","0.9657","0.9321","0.9999","0.9319","1.1105","1.5621","0.8993","0.6643","0.9023","0.6225","0.796","0.7245","0.7545","0.8485","0.7857","0.4074","0.5953","0.3936","0.7591","0.8459","1.3487","0.8869","0.5562","0.9565","0.7735","0.8947","0.8895","0.5023","0.7877","1.0529","0.9668","0.6142"
"Share (in Promille) on entire corpus","1.2581","1.3264","1.2684","1.5835","0.8555","0.7743","1.1023","1.2571","1.9597","2.9831","2.1647","1.5808","1.364","1.1574","1.5303","1.4272","1.8988","1.6019","2.2862","2.5456","1.5575","2.3911","2.4028","1.3905","2.3873","3.3985","3.7547","2.4983","2.0977","1.4369","1.366","1.4723","1.008","0.9174","1.0921","0.5877","1.1212","0.8235","1.3561","0.8599","1.1066","1.0195","1.0688","1.0861","0.8598","0.9153","1.2216","1.1737","0.7855","0.2806","0.6048","0.4859","1.2661","1.1974","1.0744","0.8847","0.5354","0.7654","0.5157","0.5206","0.8844","0.4321","0.6106","0.6262","0.5039","0.4986","0.4731","1.031","0.4854","0.8575","0.4576","0.6332","0.431","0.8973","0.819","0.7503","0.8518","0.5877","0.297","1.0789","1.163","0.6942","1.1489","0.9749","1.2907","1.6079","1.4857","1.378","0.7657","0.7557","1.3295","1.1399","1.3756","3.4276","3.197","1.8721","3.2584","3.023","3.1761","2.9498","2.2476","1.3653","1.5663","1.9199","1.8244","1.6768","1.0572","0.9459","1.2323","1.9712","1.8827","1.7142","2.5635","1.7248","1.8261","3.0924","1.2019","0.9922","1.661","1.5287","1.5468","1.2074","1.1176","1.2428","2.0492","1.7562","1.9657","2.9461","2.5686","2.8826","3.0612","2.4882","2.5917","2.4621","1.3292","2.3245","3.5486","1.3434","3.7053","4.0395","1.1553","2.2618","2.1898","1.3203","1.433","1.9371","1.7508","1.2165","1.5983","1.5854","2.4255","1.7641","1.5591","1.6986","0.6129","1.1668","1.857","0.867","2.122","1.0807","1.701","0.9397","1.5914","2.0021","1.2535","1.0584","1.8833","1.535","1.5341","2.7046","1.5996","1.2097","2.1847","0.8457","1.0598","2.1087","1.2799","3.2552","1.2096","1.169","2.8055","2.029","2.0247","2.7151","1.9487","1.5001","2.7829","2.8734","3.2386","1.1598","3.0461","3.1806","3.6139","2.9925","1.893","2.9418","2.6798","0.7759","3.1151","1.96","1.2734","2.4208","3.3421","2.027","1.4728","1.8799","1.8037","2.3873","3.5066","1.4587","2.5304","3.0432","2.2232","2.2471","3.2417","2.666","3.8791","4.3956","1.8257","3.873","4.4927","2.0595","4.1979","2.1322","3.7166","3.7782","2.4148","2.8802","2.6641","3.2995","5.3814","4.3833","5.1256","4.9369","4.154","2.7246","2.5055","2.7851","3.0608","2.5077","2.0038","2.5452","1.7866","0.8907","2.7878","2.0545","1.4697","2.3544","2.0713","1.8529","2.4714","2.4601","1.5369","1.8612","3.822","3.6243","3.8269","3.629","4.4953","6.1521","3.8341","2.6516","3.5347","2.3112","3.0889","2.8341","2.9504","3.273","3.044","1.459","2.2977","1.6017","2.8812","3.0532","5.2025","3.4415","2.1974","3.6549","2.8619","3.5721","3.2869","1.8172","2.8887","3.7121","3.6988","2.4078"
"1","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","mrd","euro","euro","mrd","euro","euro","euro","mill","euro","euro","euro","euro","euro","euro","euro","euro","schroederwildberg","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","euro","profumo","wennemer","euro","alcatel","euro","euro","euro","euro","samuelsson","euro","euro","euro","mrd","airbus","euro","pierer","loescher","euro","euro","mrd","salamander","euro","hofreiter","euro","toyota","euro","euro","mrd","mill","mrd","konzern","mill","postbank","mio","euro","mrd","mrd","mio","opel","euro","mio","euro","euro","mio","euro","euro","mio","mrd","euro","mio","euro","mio","mrd","mrd","winterkorn","mio","konzern","ferrostaal","siemens","siemens","konzern","milliarden","mrd","milliarden","telekom","gm","milliarden","umsatz","stracke","quartal","euro","siemens","siemens","euro","euro","quartal","euro","porsche","euro","euro","euro","konzern","milliarden","eon","siemens","euro","konzern","milliarden","ks","euro","loescher","konzern","ackermann","milliarden","bosch","euro","thyssenkrupp","euro","air","kron","kaeser","siemens","duerheimer","euro","euro","euro","euro","lee","hainer","konzern","lufthansa","tnt","euro","weltbild","euro","euro","millionen","vw","vw","millionen","mueller","nathusius","milliarden","bayer","euro","konzern","euro","millionen","bayer","air","konzern","bayer","konzern","opel","milliarden","bayer","volkswagen","air","konzern","konzern","air","siemens","airbus","diesel","thales","konzern","rwe","diesel","vw","siemens","thyssenkrupp","monsanto","easyjet","konzern","bayer","bayer","konzern","bayer","konzern","bayer","konzern","airbus","konzern","konzern","kaeser","konzern","konzern","konzern","milliarden","konzern","euro","euro","konzern","bayer","daimler","milliarden","elektroautos","euro","euro","euro","milliarden","kaeser","euro","bosch","konzern","konzern","daimler","euro","telekom","euro","milliarden","konzern","euro","euro","euro","euro","milliarden","moly","euro","euro","porsche","euro","euro","adidas","konzern","konzern","euro","euro","milliarden","euro","milliarden","euro","vw","euro","euro","euro","euro","siemens","milliarden","milliarden","euro","euro","euro","milliarden","wintershall","milliarden"
"2","mrd","mill","mrd","mill","quartal","mrd","quartal","umsatz","mrd","quartal","mio","hajiioannou","mrd","mrd","mrd","quartal","mrd","mobilcom","mrd","mrd","mobilcom","mrd","mrd","mio","mill","mrd","mrd","quartal","quartal","oracle","mill","mill","euro","mrd","mio","euro","aventis","bilanzpressekonferenz","mill","euro","millionen","nokia","sap","mrd","mrd","mrd","mrd","mrd","euro","bank","mio","mrd","mill","mrd","mrd","konzern","mrd","mrd","gewinn","mrd","euro","euro","hdtv","lucent","aktionaere","bayer","mittal","mio","euro","lufthansa","konzern","konzern","euro","euro","eads","siemens","konzern","bilfinger","mrd","euro","hunold","uebernahme","mio","mrd","euro","mrd","konzern","lufthansa","daimler","euro","euro","euro","euro","mrd","mio","euro","mio","mrd","mrd","mrd","euro","konzern","mrd","euro","konzern","quartal","mrd","uebber","gm","mrd","mio","mrd","mio","opel","konzern","mrd","mio","gewinn","loescher","konzern","siemens","konzern","euro","euro","konzern","tui","euro","euro","lufthansa","euro","mio","milliarden","konzern","konzern","kaeser","umsatz","gewinn","se","mrd","winterkorn","dollar","milliarden","konzern","euro","milliarden","milliarden","euro","konzern","euro","bmw","konzern","ks","wauthier","millionen","geschaeft","millionen","siemens","millionen","euro","millionen","konzern","alstom","bentley","karstadt","vorstandschef","konzern","millionen","euro","adidas","dividende","euro","fedex","milliarden","droege","milliarden","konzern","milliarden","volkswagen","volkswagen","mercedes","konzern","millionen","euro","henkel","milliarden","euro","umsatz","euro","konzern","lufthansa","euro","euro","milliarden","psa","boerse","milliarden","vw","bombardier","diesel","air","hymer","konzern","siemens","volkswagen","niki","bageltrah","innogy","sewing","konzern","daimler","siemens","bayer","bmw","hersteller","kerkhoff","konzern","siemens","volkswagen","volkswagen","monsanto","milliarden","vw","basf","continental","siemens","thyssenkrupp","milliarden","milliarden","konzern","daimler","milliarden","bayer","euro","hauptversammlung","konzern","euro","euro","konzern","konzern","konzern","hersteller","konzern","milliarden","milliarden","euro","daimler","euro","milliarden","konzern","opel","euro","basf","schumacher","konzern","milliarden","milliarden","euro","liqui","milliarden","milliarden","euro","milliarden","milliarden","fresenius","euro","euro","milliarden","konzern","euro","millionen","euro","milliarden","intel","konzern","milliarden","milliarden","ey","euro","konzern","euro","milliarden","re","zwickau","konzern","euro","euro"
"3","umsatz","dm","aktie","quartal","mill","mio","aktie","quartal","konzern","mill","mill","umsatz","mill","umsatz","konzern","mill","konzern","france","konzern","konzern","konzern","umsatz","mio","umsatz","konzern","konzern","konzern","mill","umsatz","peoplesoft","gewinn","mrd","vivendi","mio","mill","dollar","sanofi","mrd","mrd","mrd","mrd","mrd","mrd","quartal","oracle","quartal","konzern","goodwin","mlp","mio","umsatz","muenchener","mrd","umsatz","mill","mrd","mio","konzern","allianz","milliarden","mrd","stoecken","konzern","euro","mittal","schering","allianz","bank","mrd","mio","mrd","mio","fiat","milliarden","airbus","konzern","euro","dhl","hanschur","bechtolsheim","porsche","mrd","euro","eads","bmw","mill","postbank","euro","euro","express","wennemer","mrd","hurd","quartal","konzern","mio","konzern","euro","konzern","mio","umsatz","mio","porsche","mrd","opel","mrd","konzern","konzern","siemens","euro","mrd","euro","konzern","gm","arques","euro","daimler","konzern","konzern","euro","mio","euro","gewinn","konzern","mio","opel","siemens","konzern","euro","milliarden","mrd","umsatz","euro","gewinn","siemens","konzern","mrd","volkswagen","umsatz","konzern","milliarden","quartal","euro","milliarden","loescher","evonik","daimler","euro","millionen","rtl","siemens","euro","milliarden","konzern","solarworld","prokon","konzern","milliarden","milliarden","konzern","siemens","konzern","euro","benko","konzern","volkswagen","thyssenkrupp","konzern","konzern","milliarden","umsatz","konzern","konzern","milliarden","millionen","umsatz","konzern","winterkorn","euro","zf","volkswagen","konzern","beiersdorf","euro","baete","milliarden","konzern","milliarden","milliarden","euro","milliarden","monsanto","euro","gm","euro","konzern","konzern","konzern","euro","boerse","boerse","airbus","konzern","siemens","schoerghuber","henkel","tigges","achleitner","bayer","konzern","opel","konzern","konzern","milliarden","monsanto","monsanto","sewing","konzern","fusion","konzern","bmw","daimler","milliarden","thyssenkrupp","konzern","milliarden","audi","boersengang","umsatz","milliarden","konzern","konzern","milliarden","lufthansa","kaellenius","konzern","konzern","millionen","milliarden","tesla","euro","sap","konzern","euro","milliarden","euro","milliarden","konzern","lidl","umsatz","millionen","euro","milliarden","umsatz","konzern","sap","konzern","euro","bmw","konzern","milliarden","umsatz","konzern","euro","milliarden","milliarden","millionen","milliarden","konzern","siemens","jung","millionen","hersteller","milliarden","konzern","bayer","milliarden","konzern","euro","figuren","konzern","munich","umsatz","euro","konzern","vw"
"4","aktie","mrd","gewinn","umsatz","mrd","ag","burgmans","mrd","lufthansa","mrd","mrd","mrd","jahr","mill","mio","mio","quartal","télécom","quartal","umsatz","france","bank","mill","mrd","mrd","gewinn","jahr","mrd","mrd","konzern","quartal","umsatz","konzern","umsatz","mrd","uebernahmen","mrd","aareal","konzern","konzern","konzern","mill","quartal","lehner","grey","sap","mill","dollar","mrd","mill","mrd","kkr","umsatz","mayrhuber","bolloré","mio","swiss","sap","aero","mlp","basf","milliarden","milliarden","konzern","uebernahme","konzern","arcelor","mrd","holcim","kloeckner","konzernchef","konzerns","sap","lasorda","konzern","euro","airbus","mrd","uebernahme","konzern","mrd","unger","porsche","konzern","umsatz","chrysler","mrd","umsatz","uebber","lehner","schaeffler","umsatz","bank","euro","mrd","post","ford","konzern","mio","porsche","quartal","mrd","vw","escada","mio","konzern","quartal","mio","toyota","konzern","gallois","quartal","euro","konzern","euro","konzern","mrd","quartal","umsatz","abb","euro","gewinn","milliarden","hauptversammlung","bmw","geschaeft","pfleiderer","gewinn","opel","dritten","konzern","loescher","sap","milliarden","nsn","mio","koch","boersengang","mio","millionen","konzern","euro","abschreibungen","millionen","umsatz","boerse","millionen","siemens","quartal","milliarden","loewe","millionen","senn","euro","millionen","stiftung","kaeser","loewe","millionen","euro","milliarden","geschaeft","milliarden","kaufhof","millionen","eder","milliarden","abb","millionen","euro","vdm","milliarden","millionen","umsatz","konzern","milliarden","air","konzern","diesel","tui","euro","boeing","konzern","milliarden","allianz","bayer","thyssenkrupp","konzern","air","millionen","millionen","umsatz","bombardier","baete","linde","euro","euro","stotz","daimler","aufsichtsrat","woehrl","daimler","lufthansa","mueller","lufthansa","daimler","eon","aufsichtsrat","aufsichtsrat","monsanto","ruesselsheim","milliarden","mitarbeiter","knorrbremse","konzern","baumann","kaeser","milliarden","mitarbeiter","uebernahme","euro","millionen","sewing","millionen","hymer","euro","renault","bayer","unternehmen","umsatz","volkswagen","milliarden","lufthansa","konzern","euro","millionen","umsatz","milliarden","gewinn","aktionaere","uebernahmen","siemens","gewinn","denner","sap","millionen","konzern","gewinn","softbank","konzern","konzern","spohr","mytheresa","zf","volkswagen","konzern","volkswagen","ford","konzern","millionen","boersengang","konzern","siemens","m","millionen","gewinn","porsche","basf","vw","milliarden","konzern","covestro","bmw","bahlsen","basf","konzern","konzern","verkauf","zf","umsatz","mercedes","milliarden","milliarden","thyssenkrupp","milliarden","basf"
"5","mill","umsatz","millionen","aktie","jahr","nokia","umsatz","ge","umsatz","aktie","konzern","aktie","umsatz","mio","jahr","mrd","strube","hauptversammlung","analysten","aktie","télécom","analysten","quartal","geschaeftsjahr","umsatz","mio","umsatz","mio","mill","aktie","mrd","konzern","enel","aktie","franken","rund","mill","mill","siltronic","gewinn","mitsubishi","konzern","umsatz","analysten","gewinn","mio","tank","uebernahme","mill","rund","gabor","tci","quartal","hvb","quartal","nokia","muenchener","bank","mrd","schroederwildberg","bank","degussa","bank","mrd","briefmarken","mill","mrd","kirchner","festnetz","konzern","siemens","basf","konzern","uebernahme","hochtief","kleinfeld","siemens","schwarzman","mio","focam","euro","sap","mrd","thyssenkrupp","konzern","millionen","forster","sprissler","mrd","mill","uebernahme","hickert","konzern","porsche","opel","konzern","euro","umsatz","euro","konzern","konzern","arcandor","opel","konzern","mrd","gewinn","euro","euro","mrd","sap","umsatz","gewinn","gewinn","euro","mrd","dollar","euro","hochtief","acs","tui","mrd","daimler","mio","aktionaere","euro","konzern","philips","millionen","hp","konzern","umsatz","euro","hiesinger","millionen","konzern","gewinn","konzern","konzern","opel","umsatz","millionen","millionen","aktie","autos","geschaeft","konzern","gewinn","evonik","milliarden","loescher","euro","milliarden","konzern","umsatz","euro","milliarden","euro","kkr","konzern","schumacher","alstom","euro","konzern","koch","milliarden","milliarden","konzern","alstom","airbus","umsatz","germanwings","post","post","millionen","bezos","strauss","volkswagen","schaeffler","konzern","zetsche","milliarden","opel","air","konzern","linde","millionen","milliarden","siemens","monsanto","milliarden","siemens","millionen","audi","milliarden","praxair","monsanto","osterloh","milliarden","milliarden","euro","hersteller","kaeser","schlecker","niki","gemalto","kaeser","siemens","tesla","volkswagen","bayer","lehner","krueger","millionen","kerkhoff","baumann","audi","umsatz","daimler","milliarden","sewing","volkswagen","konzern","vorstandschef","euro","thor","umsatz","gewinn","vorstandschef","hersteller","volkswagen","umsatz","vw","sap","baehr","milliarden","gewinn","siemens","covestro","quartal","vorstand","geiser","hauptversammlung","sackers","umsatz","bayer","delivery","unternehmen","umsatz","geschaeft","trumpf","ks","milliarden","millionen","milliarden","geschaeft","umsatz","quartal","unternehmen","quartal","quartal","konzern","mercedes","millionen","ey","unternehmen","mercedes","gewinn","umsatz","bmw","konzern","geschaeft","konzern","markt","siemens","siemens","millionen","group","elektroautos","zulieferer","konzern","millionen","millionen","baywa","gewinn","basf","konzern"
"6","intershop","jahr","jahr","mio","aktie","fusion","unilever","analysten","unternehmen","gewinn","aktie","kist","konzern","quartal","schmid","aktie","aktie","mrd","umsatz","analysten","mio","quartal","gewinn","dollar","quartal","umsatz","mill","umsatz","mio","ollila","konzern","quartal","mill","dollar","konzern","mill","uebernahme","unternehmen","gewinn","quartal","mill","ag","mill","aktie","converium","dritten","umsatz","mill","dollar","rwe","konzern","unternehmen","unternehmen","mio","zetsche","quartal","konzern","zahlen","avion","gewinn","sprissler","konzern","berninghaus","zetsche","milliarden","mrd","konzerne","thyssenkrupp","konzern","airbus","quartal","hambrecht","mio","eon","power","mrd","cromme","bodner","milliarden","verkauf","vorstandsvorsitzender","business","milliarden","duffner","toyoda","konzern","milliarden","gewinn","konzern","fusion","loescher","loescher","gm","vw","porsche","autos","chrysler","opel","gm","quartal","millionen","uebernahme","schaeffler","umsatz","cadbury","millionen","opel","umsatz","mio","burani","eads","konzern","quartal","mio","gigaset","umsatz","bosch","euro","euro","uebernahme","bmw","millionen","umsatz","fiat","gewinn","airbus","quartal","siemens","airlines","mio","quartal","mio","loescher","mio","gewinn","euro","metro","rheinmetall","gewinn","vw","daimler","daimler","umsatz","thyssenkrupp","euro","umsatz","milliarden","basf","konzern","umsatz","kaeser","umsatz","lufthansa","geschaeft","entscheidung","dei","geschaeftsjahr","umsatz","etihad","milliarden","euro","kaeser","autos","alitalia","geschaeft","larrea","bilfinger","dividende","nike","millionen","spohr","euro","vw","bilfinger","uebernahmen","millionen","euro","audi","milliarden","milliarden","vw","mifa","linde","umsatz","aktie","uebernahme","millionen","luebbe","m","eurowings","volkswagen","milliarden","gm","konzern","konzern","baumann","mueller","unternehmens","bmw","uebernahme","branche","verkauf","ge","kell","air","bilfinger","konzern","milliarden","daimler","tacke","kaeser","bmw","daimler","mahle","uebernahme","midea","fusion","nickl","vw","glyphosat","vw","bmw","sap","basf","busch","appel","mitarbeiter","heeschen","branche","kaellenius","lufthansa","volkswagen","munich","thiele","osram","thyssenkrupp","zulieferer","osram","sap","daimler","klier","thyssenkrupp","wirus","telekom","glyphosat","hero","reinhold","tesla","hoettges","geschaeft","unternehmen","lufthansa","umsatz","siemens","millionen","unternehmen","umsatz","konzern","zipse","gewinn","millionen","adidas","umsatz","umsatz","intel","samsung","konzern","millionen","millionen","geschaeft","millionen","rund","euro","umsatz","bayer","anderson","millionen","milliarden","unternehmen","millionen","rheinmetall","verbrenner","konzern","umsatz","lópez","volkswagen"
