"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"94","investieren","konservative","subventionen","erwartet","terror","wandel","haus","finanzminister","jahren","markets","bau","finanzsystem","sank","schuldenbremse"
"95","team","juncker","erwaermung","gm","osten","oekonomische","zehn","steuer","stolz","zehnjaehrigen","galerie","gefahr","einschaetzung","muesse"
"96","stellen","nordirland","versorgungssicherheit","nettogewinn","putins","fortschritt","landesbanken","beitraege","augen","usdollar","a","erholung","oecd","konservativen"
"97","it","kontinent","fleisch","absatz","w","fehler","hohe","fall","wusste","stand","duesseldorf","anleihekaeufe","ausgaben","baerbock"
"98","siemens","russen","stream","autohersteller","waffen","sinne","ikb","foerderung","familien","oelpreis","wohnungen","irland","usa","buergermeister"
"99","buero","stimmen","eeg","henkel","taliban","idee","grossbanken","mrd","wort","stoxx","leipzig","weidmann","export","rotgruen"
"100","belegschaft","parteien","betreiber","umsatzes","joe","ungleichheit","deutsche","aerzte","heimat","sp","semester","schaeuble","hohen","landtagswahlen"
"101","mittelstaendische","korruption","anlage","muenchener","angriff","leute","portfolio","hartz","sitzen","stark","zuschauer","griechen","volkswirte","kritik"
"102","arbeit","reformen","tiere","konzerne","nationen","antwort","wohnimmobilien","behoerden","abend","montag","berlins","oekonom","vormonat","wolle"
"103","arbeitet","labour","kilowattstunde","steuern","sicherheit","bundesrepublik","jain","vorliegt","gern","mittwoch","thomas","maerkten","durchschnitt","wolfgang"
"104","geschaeftsmodell","ministerpraesident","technologien","drei","terroristen","all","bonitaet","gelten","lehrer","strategen","airlines","sitzung","inflation","bundespraesident"
"105","geraete","irland","windkraft","umsaetze","krieges","realitaet","unternehmen","klage","alter","steigende","abgesagt","preise","diw","fischer"
"106","gute","slowakei","bundesnetzagentur","belegschaft","russen","werte","verkauft","solle","art","steigen","schulen","billionen","privaten","abgeordnete"
"107","media","leyen","lebensmittel","teilte","demokratie","genau","produkte","vorschriften","tun","kursen","tuerkei","steigen","dritten","nordrheinwestfalen"
"108","weltweit","europaeer","energiewirtschaft","laufenden","teheran","land","landesbank","kuendigungsschutz","kurz","investment","paris","wirtschaftsleistung","gegenueber","sachsen"
"109","branchen","einigung","diesel","monaten","kim","mensch","aktienfonds","hoehe","ddr","geldpolitik","studierenden","geldmenge","milliarden","waehlen"
"110","entwickelt","monti","shell","steigern","auslaendische","erleben","beispiel","erklaerte","minuten","nasdaq","barcelona","glaeubiger","zeigt","ampelkoalition"
"111","vorstand","abstimmung","kernkraftwerke","deutlich","uspraesidenten","antworten","gibt","rentner","ersten","inflation","hauptstadt","erhoehen","prozentpunkte","waehlern"
"112","plattform","pen","weltweit","aktionaeren","westens","zeiten","jahre","bundesagentur","the","s","angaben","zinserhoehungen","unsicherheit","spdchef"
"113","anbieten","finanzminister","energy","marktfuehrer","wto","themen","objekte","beschaeftigte","dinge","konjunktur","teams","japans","ausland","fraktionschef"
"114","erfolg","auslaendische","windraeder","ebit","aussenpolitik","krisen","kreditinstitute","hans","arbeitet","zaehlern","adidas","vertrauen","bruttoinlandsprodukts","land"
"115","standort","beziehungen","emissionshandel","bilanz","terrorismus","moderne","verkaufen","gesetzlich","lesen","p","seite","powell","ifoinstitut","csuchef"
"116","prozesse","kreml","bauen","gestern","saudiarabien","oeffentlichkeit","estate","richter","tage","stanley","sammler","esm","laufenden","wulff"
"117","umsatz","verfassung","verbrauch","anteile","asien","sinn","kunde","pruefen","publikum","kursgewinne","stattfinden","finanzpolitik","prognostiziert","schroeders"
"118","eigene","brown","sonne","verkaufen","internationalen","ideen","rund","bundesverband","gerade","asset","st","geldpolitische","hohe","ruettgers"
"119","bietet","mrd","gaskraftwerke","laufende","eu","aengste","credit","aenderungen","meter","kgv","spanien","zinsschritt","naechsten","gegner"
"120","plattformen","parlamentswahlen","produziert","rechnet","chinesischer","wahrheit","jahr","bundeslaender","welt","steigenden","samstag","italienische","stieg","bund"
"121","technischen","putins","preisen","zulieferer","pekings","geben","ubs","krankenkassen","polizei","monaten","zahl","eurokrise","trend","thema"
"122","datenschutz","rumaenien","energieagentur","kuendigte","staatsfuehrung","thema","gebuehren","steuern","auto","anstieg","hamburgs","italiens","konjunkturellen","streit"
"123","homeoffice","umfragen","stromversorgung","zukaeufe","afrika","sozialer","hohen","beschaeftigung","freund","kursverluste","gebaeude","italienischen","bundesregierung","pds"
"124","beschaeftigten","staaten","gebaut","erwirtschaftet","islamischen","wirklichkeit","pro","arbeitslosen","tochter","lag","ort","basispunkte","optimismus","bundeswehr"
"125","gegruendet","polnischen","produzenten","marktanteil","nation","eigene","verluste","staatliche","schriftsteller","bewertet","staatsanwaltschaft","hoehere","beschaeftigung","zustimmung"
"126","erfahrung","lateinamerika","kapazitaeten","bosch","amtszeit","diskussion","finanzbranche","lohn","leuten","york","taylor","wechselkurs","institute","mueller"
"127","geht","spanischen","uniper","erloese","pakistan","fuehlen","lebensversicherungen","verordnung","lieber","zugelegt","bundesweit","staatsschulden","daten","franz"
"128","knowhow","  ","reaktoren","vorjahreszeitraum","strafzoelle","migration","verbraucherzentrale","zahlen","hoert","hsbc","kunstmarkt","investoren","duerften","ruecktritt"
"129","kuenstlicher","david","klimaziele","loescher","vereinten","neue","lebensversicherer","industrie","journalisten","china","reiseveranstalter","washington","vierten","kandidat"
"130","systeme","tschechien","gruener","prognose","iranischen","geworden","immobilienpreise","gesetzes","deutsch","bewertungen","pro","volkswirte","unsicherheiten","lafontaine"
"131","netzwerk","rom","kupfer","chrysler","bevoelkerung","einzelnen","geldhaus","antrag","findet","ubs","tage","of","einkommen","reformen"
"132","angebote","nationalen","eu","minus","weisse","bedeutet","eigentumswohnungen","loesung","fernsehen","legte","besuchern","euroland","branche","koch"
"133","bertelsmann","schottland","produkte","airlines","obamas","umgang","westlb","moeglich","lebens","meint","start","fedchef","dihk","roesler"
"134","finden","blair","kuenast","geschaefte","haus","reden","hoehere","bundeswirtschaftsminister","steht","dz","premiere","waehrungen","abschwung","legislaturperiode"
"135","konkurrenz","ankara","waerme","konkurrenz","kampf","lassen","zins","verdi","laesst","msci","branche","gesenkt","iwf","generalsekretaer"
"136","bieten","staatspraesident","klimawandels","continental","saddam","erkennen","basel","klagen","fand","nachmittag","menschen","folgen","zulegen","thueringen"
"137","nachhaltigkeit","griechenland","gefoerdert","abgelaufenen","aegypten","stimmt","laut","buerger","gott","deutsche","restaurants","institute","angesichts","rotgruenen"
"138","forschung","gazprom","schiffe","fluggesellschaft","john","oekonomie","versicherungswirtschaft","iv","dorf","depot","studiengaenge","niedrigen","stagnation","links"
"139","transformation","kiew","ausstoss","elektroautos","aussenminister","weit","mrd","wolfgang","begann","notiert","deutschen","wirtschaftswachstum","kurzarbeit","frage"
"140","qualitaet","unterhaus","netzbetreiber","wegen","globalen","entwicklung","dresdner","wirtschaft","lange","schwellenlaendern","fliegen","schuldenkrise","aktuellen","liberale"
"141","schnell","la","rohoel","monsanto","sieg","gegenteil","hoehe","gebe","mag","juengsten","professoren","volkswirtschaften","statistische","volkspartei"
"142","befragten","abgeordneten","stadtwerke","konnte","eskalation","generationen","geschaeftsfuehrer","grundsaetzlich","wasser","stiegen","koelner","amerikanische","sinken","runde"
"143","handelsblatt","seite","hohen","groessten","verteidigung","grosse","rating","arbeitslose","ort","wochen","dfb","defizit","iw","sigmar"
"144","aufsichtsrat","warschau","klimapolitik","angekuendigt","iranische","strukturen","anteil","sprecherin","geworden","groessten","hertha","inflationsraten","bundesamt","rechten"
"145","wissen","italienische","windparks","group","abkommen","fuehren","liquiditaet","hiess","fotos","gestern","pandemie","amerikanischen","schwache","vorsitzende"
"146","kleine","wahl","jaehrlich","neun","treffen","bedeutung","real","arbeiten","bruder","management","ausbildung","niedrig","sechs","vorsitzenden"
"147","mittelstaendischen","barroso","e","kerngeschaeft","handelskrieg","sozial","schweizer","vorstoss","klingt","edelmetall","museen","stark","aktuelle","hessen"
"148","einsatz","moskauer","anteil","mitarbeitern","demokratischen","sehen","niedrigen","leistungen","bild","waehrungen","ausstellungen","prozentpunkt","maschinenbau","regiert"
"149","erfolgreich","polens","meter","lag","kalten","erfolg","verbraucherschuetzer","geben","kollegen","rechnen","ausstellung","lage","ifw","niederlage"
"150","service","sunak","iea","sank","bedrohung","erklaeren","angebot","einigung","erlebt","fielen","oesterreich","jeanclaude","auswirkungen","innenminister"
"151","gmbh","schweiz","ziele","handelsblatt","militaerisch","loesen","anlage","zahl","moechte","schwankungen","buergermeister","erwartet","knapp","beck"
"152","mckinsey","euaustritt","fass","zweiten","israels","funktioniert","versicherung","arbeitslosengeld","studiert","dividenden","madrid","null","gewachsen","koehler"
"153","meist","brexits","elektroautos","telekom","reich","verhalten","frankfurter","streit","dachte","capital","studieren","internationalen","laufende","demokratie"
"154","zukunft","vereinigte","erderwaermung","kauf","yuan","vielmehr","erwirtschaften","betrieben","nacht","finanzmaerkten","arena","stabilitaet","gewerbe","regierungschef"
"155","hersteller","medwedjew","fukushima","geplant","volk","mittelschicht","kreditvergabe","schutz","herum","erwartungen","fifa","zins","ausfuhren","vizekanzler"
"156","produkten","orbán","verbraucht","general","demokratische","chance","equity","gefordert","schaut","nachrichten","vertrag","japanische","anteil","gesagt"
"157","ideen","vereinigten","menge","werk","amerikanern","loesungen","investmentfonds","steuerreform","morgen","waehrung","berichtet","kreditvergabe","optimistisch","christdemokraten"
"158","taetig","vertrag","mill","ende","hauptstadt","gut","wohnungsmarkt","kompromiss","faehrt","positive","museum","donnerstag","handelsblatt","aussenminister"
"159","aufgaben","josé","transformation","boeing","vietnam","herausforderung","wohnraum","heil","erste","risiken","vereins","japanischen","laendern","markus"
"160","betrieb","italienischen","solaranlagen","trotz","korruption","stellen","vermoegensverwaltung","ausgaben","jugend","schwellenlaender","buchungen","ezbchef","positive","abstimmung"
"161","gefragt","françois","oekostrom","groesste","shanghai","parteien","wohnungsbau","erhoehung","gehoert","merrill","staedte","tsipras","hierzulande","neuwahlen"
"162","roland","viktor","herstellung","kapitalerhoehung","unterstuetzung","politischer","anlegen","vereinbart","gelernt","hoeher","teilnehmer","anstieg","zurueckgegangen","nrw"
"163","anwendungen","minister","klimaneutral","nachfrage","kreml","richtige","vonovia","praxis","kennen","unten","angebot","prozentpunkte","wachstums","kanzlers"
"164","roboter","mexiko","russland","ebitda","spannungen","oeffentlichen","gebaeude","entscheidung","geschrieben","unternehmensanleihen","stiftung","bundesbankpraesident","statistischen","agenda"
"165","marketing","polnische","kraftwerken","firma","ukrainischen","besteht","deutlich","bundesverfassungsgericht","wohnung","bundesanleihe","winter","strukturreformen","arbeitslosenquote","reihen"
"166","brauchen","waehrung","saudiarabien","erklaerte","anschlaege","fluechtlinge","postbank","einnahmen","fahren","gemeinschaftswaehrung","oktober","fiskalpolitik","betriebe","rechts"
"167","bitkom","europaparlament","energiekonzerne","fuenf","handel","erkenntnis","insolvenz","schmidt","stunde","yen","sonntag","land","unten","frau"
"168","potenzial","waehler","pipeline","margen","fuehrer","armut","aufsicht","recht","morgens","kaufen","woche","teuerung","belebung","cducsu"
"169","grosse","laender","pflanzen","beteiligung","kiew","gesellschaften","verkaeufer","beschluss","verlag","positiv","plaetze","chefoekonom","weltkonjunktur","badenwuerttemberg"
"170","app","juni","netze","angaben","kommunistischen","natur","meist","arbeitgebern","abends","usstaatsanleihen","amoc","alan","handel","grosse"
"171","lernen","amt","windenergie","plus","transatlantischen","eindruck","vergangenen","zustaendigen","sah","investmentbank","flughaefen","spielraum","schrumpfen","guido"
"172","wirtschaftspruefer","zollunion","teyssen","werke","kanada","krise","papiere","vorgesehen","hoeren","rally","werder","christine","hoehere","niedersachsen"
"173","schneller","silvio","zehn","dritten","hamas","veraendern","suisse","vorsitzende","buecher","quartalszahlen","kiel","schuldenschnitt","april","konservative"
"174","genau","politisch","atomausstieg","holding","israelischen","verstaendnis","risikovorsorge","hundt","geschichten","niveau","mio","lockerung","wachstumsraten","schmidt"
"175","fuehrungskraeften","spaniens","oekologischen","marge","meer","veraenderung","neugeschaeft","einkommen","sprache","gefallen","region","politik","vorquartal","bayerns"
"176","verlage","investoren","china","winterkorn","wirtschaft","vergangenheit","aktionaere","pflicht","kultur","lynch","film","verhindern","drittel","reden"
"177","beschaeftigt","westen","energieversorger","konkurrent","tuerkei","professor","aufseher","anfrage","wollten","kletterte","de","risiko","juli","bayerischen"
"178","chatgpt","nicolas","strompreis","hiess","republikanischen","form","summe","verpflichtet","wirkt","zehnjaehrige","corona","pleite","gestiegenen","anhaenger"
"179","post","parlamentswahl","fahrzeuge","gewinne","bushs","fehlt","staedten","dihk","kamen","feinunze","reise","volkswirtschaft","private","bayerische"
"180","ingenieure","spanische","leistung","china","amerikanischer","westen","gewerbeimmobilien","fdp","machte","kursgewinnverhaeltnis","mitarbeiter","bip","wegen","republik"
"181","lieferanten","bulgarien","klimaneutralitaet","legte","weltkrieg","jahrzehnte","privatkundengeschaeft","entlastung","hand","talfahrt","olympia","lira","ausfallen","koalitionsvertrag"
"182","personal","streit","ziel","strategie","sowjetunion","laendern","raet","betonte","spricht","entwicklung","bewerber","bruttoinlandsprodukts","gesamtjahr","verantwortung"
"183","chancen","of","atomenergie","cashflow","staats","erstens","pleite","verbaende","spass","kursziel","spielern","zinspolitik","stiegen","kanzlerkandidat"
"184","konkurrenten","waehrungsfonds","europa","metro","pekinger","sprache","alter","notwendig","liess","marktteilnehmer","uhr","kurs","liegt","lager"
"185","dienstleistungen","politiker","nordsee","chef","kontrolle","letztlich","gesellschaften","erbschaftsteuer","lernen","volatilitaet","the","rom","deutschlands","stimme"
"186","bewerber","verbleib","vattenfall","ceo","hussein","perspektive","zahlen","arbeitnehmern","stimme","landesbank","flug","kommenden","positiv","wahlergebnis"
"187","rtl","istanbul","projekte","jahres","schanghai","zweitens","beteiligungen","buerokratie","tuer","handel","passagiere","schritt","kraeftig","nachfolger"
"188","vertrieb","unabhaengigkeit","bedarf","zehn","anschlaegen","reformen","wohneigentum","altmaier","ziemlich","korrektur","art","schwellenlaender","wachstumsprognose","europawahl"
