"date","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
2001-01-01,0.000751761128442893,0.000790127368026401,0.00177896290144286,0.00125812310181391,0.000659464986048604,0.00252891430160351,0.000825959988014772,0.00105615742551582,0.00213439353607498,0.00216515891687308,0.000995350555232526,0.00162477405179593,0.00150931338738896,0.00142932339731391
2001-02-01,0.00146992034224102,0.0010038657169644,0.000928485186593068,0.00132640740941867,0.00077228802991016,0.00171418225315582,0.00111802373170945,0.00140504959735415,0.00133546756931907,0.00229367008038545,0.000580212640021664,0.00136011120424816,0.00127349607560033,0.000496134356145945
2001-03-01,0.0011205978787874,0.00113983561061208,0.000740652675250043,0.00126840778497367,0.000610477356569732,0.00252014286903261,0.000837803220964659,0.000924052385311958,0.00170895184375876,0.00227582367485922,0.000769509272987057,0.00180161358538095,0.00162975651441384,0.000872751767112821
2001-04-01,0.00124224561967845,0.00140952372740557,0.000898287356014721,0.00158346161928107,0.000702411351650412,0.00216913087233036,0.000915916196407509,0.00108397780815209,0.00206884235809583,0.00214053297569317,0.000833256522565771,0.00151960604185831,0.00143616286399911,0.000766266929073177
2001-05-01,0.00124658886888692,0.000803676941587283,0.000355843770650987,0.00085553927837365,0.000542093914438525,0.00242958012770004,0.000620833812625127,0.000842668333477763,0.0012950441908479,0.00105844593908528,0.000778313608998329,0.00115497802580443,0.000822226244525472,0.000788534653474475
2001-06-01,0.001072002843301,0.000770795047315188,0.000928235698135269,0.000774311091626306,0.000642654765754427,0.00183342177245321,0.00051217045465292,0.00104934389107379,0.00177443036234444,0.000971209573048939,0.000680549909996481,0.00128726288945947,0.00120365916917288,0.000798532730214011
2001-07-01,0.00116534668493646,0.00134375480934041,0.000714012089369862,0.001102334453764,0.000917093677787127,0.002286660726403,0.000546232534079336,0.00127353033484098,0.00170550575095098,0.0017123384025239,0.000695032501667314,0.00113649771162858,0.00124695891205741,0.000759942691610028
2001-08-01,0.00134464739866324,0.000809555511152922,0.0006693322701911,0.00125714809630306,0.000498446880538959,0.00233630615874525,0.000969223041528117,0.00118198843914752,0.00230975722512314,0.00158807494497296,0.0011034634242089,0.00114272593167821,0.00188721785902485,0.00132258560875191
2001-09-01,0.00126192858216256,0.00084935998068774,0.000809509604408922,0.00195970085700538,0.00239805499607238,0.00243790537235119,0.00205932679770243,0.00129123032942639,0.00196751465627574,0.0050668581368626,0.00104900255204535,0.0029247050668944,0.00254495442235508,0.00121582716646745
2001-10-01,0.00165694401893171,0.00130644364424684,0.000984391791128479,0.00298308279349382,0.00223466784151322,0.00396783930925777,0.00203552819054762,0.00207965987143927,0.00202969259638013,0.00454045698694273,0.00136881155691189,0.0035108393410162,0.00381830220871584,0.0011558123697985
2001-11-01,0.00151285425987724,0.00128381188357595,0.000844520351592963,0.00216474410011938,0.00133862544371643,0.00235659156061106,0.00126736781553381,0.00200617630114156,0.00251555088501845,0.00208761359049313,0.000954538997303498,0.00173837290731236,0.00316470004725356,0.000815938995233999
2001-12-01,0.00129905243622334,0.00115818116554198,0.000887826421509781,0.00158079497758606,0.000776900840104996,0.00298950768439968,0.000632655407251625,0.00235558696633355,0.00216621211442957,0.00166093132917127,0.00113371848979491,0.0021409058981395,0.00337711456390918,0.000846071164631174
2002-01-01,0.00128565588219526,0.00117644042405864,0.000945742554154103,0.00136400610216284,0.00097937774959473,0.00242450402899673,0.00115784213952088,0.0014850928057491,0.00260771691710274,0.0016370447475044,0.00104783526502095,0.00101063869594543,0.00146372456393976,0.00124964643766471
2002-02-01,0.00109079692449528,0.000707334791762105,0.000608663909979098,0.00115735140161951,0.000554878605791498,0.00148741517479953,0.000676766165641095,0.00109311859230194,0.000929054067298039,0.00142008680840641,0.000731325359097581,0.000791688722070715,0.00188209870193155,0.000699982843707685
2002-03-01,0.00109435544075594,0.000487001212484853,0.000822722782835925,0.00153030908926954,0.000701624547137703,0.00158620058266872,0.000612198157699015,0.00102654042876493,0.00206351393629772,0.00119123402931452,0.000769812169084702,0.000542147485972043,0.000985180723649541,0.000525752647908284
2002-04-01,0.00146447838596966,0.000933809586894615,0.000581680003577241,0.00142717168416955,0.000520390422048487,0.00175379566523583,0.000934570948155842,0.00102593429950305,0.00198144268234263,0.00205795948909592,0.00109293409049101,0.0011325248760748,0.00210211844224707,0.00160685294181907
2002-05-01,0.00128646404394584,0.000643232021972921,0.000850088187911683,0.00189879126025062,0.000655181880164603,0.00231580010473275,0.00117850325614513,0.00133137902818354,0.00172572434850903,0.00171995545145098,0.000608618639624603,0.00103263257339151,0.00196389738419151,0.000954752463107789
2002-06-01,0.00168107931020672,0.00154356455045635,0.00087993995143633,0.00160189244012575,0.000746674243251284,0.00216199469191797,0.00103599602710809,0.00117389706427349,0.00161966120121709,0.00238178654106954,0.000684483579431597,0.00135622000416723,0.00164283784611884,0.000868351628985457
2002-07-01,0.00187627360053707,0.0016084706725309,0.00106335946567883,0.00228624351501565,0.000893916255057638,0.00174071903204012,0.00146878334279928,0.00102575133844339,0.00251602503966292,0.00298757309653799,0.000815807067722505,0.00216556688696349,0.00222053261138451,0.000969132509528507
2002-08-01,0.00198569749749792,0.00168945106777743,0.0011663645147281,0.00254560324966964,0.000961954478220965,0.00266452503074316,0.00182741726219011,0.00134199632663382,0.00247111843305421,0.00239705682562408,0.000771510344829221,0.00203902185484761,0.0023382307488653,0.00118625534643791
2002-09-01,0.00149693797942947,0.00109775451824828,0.00107247870957086,0.0015575127622943,0.00143897793539333,0.00240425235298759,0.00178935293843883,0.00146076742563248,0.00199155940785813,0.00299997701612589,0.000747379515202776,0.00231099333476403,0.00236938916860495,0.00272150733086958
