"date","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
2001-01-01,0.00253127917907816,0.00266046338369169,0.0059900034497685,0.00423626693619437,0.00222050585665884,0.00851518903428942,0.00278111655592507,0.0035562217836062,0.00718678542081075,0.00729037652828386,0.00335147700648288,0.00547082919349152,0.0050820578607395,0.00481272098130942
2001-02-01,0.00525844173698105,0.00359119418427946,0.00332153050545992,0.00474504357922846,0.00276275624790597,0.0061322557731559,0.00399957908249175,0.00502637539799692,0.00477745507908658,0.00820529530408112,0.00207563245091387,0.00486561435870066,0.00455576042005705,0.00177485373223054
2001-03-01,0.00397954634780534,0.00404786474004234,0.00263025810112456,0.00450445932815963,0.00216797031365418,0.0089497093830472,0.00297526598192142,0.00328156010711731,0.00606895051038697,0.00808206580163728,0.00273273568948006,0.00639801743299519,0.00578770646234464,0.00309937772781863
2001-04-01,0.00431137852827707,0.0048919394338508,0.00311762565920508,0.0054956140054544,0.00243781195244427,0.00752825698866923,0.00317880889281356,0.00376208905321433,0.00718019237080769,0.00742900418748215,0.00289192750856049,0.00527399473705038,0.00498439409797027,0.0026594312208483
2001-05-01,0.00460675591172945,0.00296997959325892,0.00131501687124983,0.00316163630747299,0.00200330229747846,0.00897848753157594,0.00229428475409544,0.00311407186744906,0.00478582203887836,0.00391147571490906,0.00287624966732941,0.00426820901508853,0.00303852834505811,0.00291402142852488
2001-06-01,0.00394022104209258,0.0028331108294638,0.00341179489650582,0.00284603429498086,0.00236212230839734,0.00673886929684419,0.00188251814365283,0.00385693648653814,0.00652204226428006,0.00356974836393664,0.00250140854785906,0.00473142431985971,0.0044241330286761,0.00293506261298733
2001-07-01,0.00431268841776885,0.00497293713319275,0.00264239964619648,0.00407949419061913,0.003393959354179,0.00846242183343308,0.00202148489679784,0.00471305200052589,0.00631169676255226,0.00633698288356849,0.00257216042115139,0.0042059247957003,0.00461471708546276,0.00281237857080561
2001-08-01,0.00516450637766781,0.0031093315649752,0.00257076374194254,0.00482844005609544,0.00191442908827341,0.00897325802215476,0.00372258079280172,0.00453976770294993,0.00887128918099391,0.0060994601184525,0.00423816972205165,0.00438896871250079,0.00724840480758884,0.00507977170684401
2001-09-01,0.00480742453650264,0.00323570927007948,0.00308389586366361,0.00746564751550998,0.00913559498608458,0.00928740839250045,0.00784518103154966,0.00491905204122019,0.00749541485010133,0.0193026281157594,0.00399626466888842,0.0111419133375414,0.00969522087640192,0.00463179726241369
2001-10-01,0.0059783985142299,0.00471376259695609,0.00355177142634966,0.0107632228588788,0.0080628764465522,0.0143163102435191,0.0073443632198805,0.00750359417304401,0.00732330788723078,0.0163823647597729,0.00493879146464997,0.0126674145053879,0.01377676734437,0.00417027182293519
2001-11-01,0.00571329294026659,0.00484831458362685,0.00318933045345627,0.00817515441685662,0.00505531795102782,0.00889966620276,0.00478621357340656,0.00757632324687527,0.00949997596822279,0.00788387110701384,0.00360481578373964,0.00656496393757342,0.0119514872764428,0.00308139298331149
2001-12-01,0.0047370679119144,0.0042233728851029,0.00323750907616228,0.00576445796553739,0.00283301269277478,0.0109014082336524,0.0023070135934648,0.00858978061300062,0.00789921454402349,0.00605667968737627,0.00413416835948893,0.0078069340002849,0.0123148385619151,0.0030852461789936
2002-01-01,0.00442054259473242,0.00404502097080316,0.00325179956953231,0.00468993854233384,0.00336744934501777,0.00833630793411066,0.00398107344788767,0.00510627773408149,0.00896625906410792,0.00562874260215698,0.00360283065277053,0.00347493560693955,0.00503280611200838,0.00429672930568328
2002-02-01,0.00412678214389582,0.00267604035439573,0.00230274150845978,0.00437857587527223,0.00209925703949862,0.00562729711285404,0.00256039090800773,0.00413556564615314,0.00351486481996945,0.00537257554739187,0.00276680321105467,0.00299517426974489,0.00712049249659783,0.0026482259305809
2002-03-01,0.0040743074648687,0.00181311537507095,0.00306301357930885,0.00569737172564376,0.00261216239576022,0.00590545688728159,0.00227922613713969,0.00382183080208146,0.00768250416766865,0.0044349884117076,0.00286602629295837,0.00201842606788694,0.00366784778246947,0.00195738775380651
2002-04-01,0.00519256388894385,0.00331098498039492,0.0020624480432301,0.00506028646208747,0.00184513512768033,0.0062183888319117,0.00331368451971852,0.00363762923855048,0.00702555108966799,0.00729685479168975,0.00387518869902724,0.00401556474385442,0.00745342807245853,0.00569737774245698
2002-05-01,0.00475031378797363,0.00237515689398681,0.00313898057161742,0.0070113535986491,0.00241928216620053,0.00855117344279686,0.00435166477693933,0.00491616394905279,0.00637229793210556,0.00635099607655411,0.00224734576067811,0.00381303214370977,0.00725176025415833,0.00352545709376518
2002-06-01,0.00636509341695491,0.0058444194150165,0.00333172858543733,0.00606526709561397,0.00282714282513186,0.00818598985631816,0.00392260582359216,0.00444474239295174,0.00613254519698804,0.0090181907189669,0.00259166947032263,0.00513507421574648,0.00622029924225855,0.00328785156280208
2002-07-01,0.00618930508803362,0.00530589766577684,0.0035077273109054,0.00754168188259955,0.00294878125669972,0.00574214824466907,0.00484510799182191,0.00338366855253292,0.00829966726342482,0.00985517323378745,0.00269112075854149,0.00714360322936039,0.00732491987621247,0.00319689877344468
2002-08-01,0.00640604313953,0.00545032485358136,0.00376279942296348,0.00821235069997292,0.00310335380565893,0.00859600332618944,0.00589541651246601,0.00432940383534732,0.00797205581664869,0.00773312624516153,0.00248896347897766,0.00657807243100075,0.00754334789980887,0.00382696907930575
2002-09-01,0.00509498717224352,0.00373632392631191,0.00365029503082716,0.00530115987004318,0.00489771401535607,0.00818312786878238,0.00609025249759298,0.0049718768562912,0.006778483661471,0.0102107399399489,0.002543785444075,0.00786571090958002,0.00806446732328617,0.0092629388327979
2002-10-01,0.00364195278127834,0.00313402070298395,0.0030143508416057,0.00770806873788629,0.00435997194954789,0.00686373138260635,0.00475621215722257,0.00598482273403936,0.00562182415452531,0.0078250792690117,0.00277900011422845,0.00606992130213057,0.00812824291783662,0.00338665707700472
