"date","proportion"
2001-01-01,0.0121282605083901
2001-02-01,0.010740781751744
2001-03-01,0.0115725665046841
2001-04-01,0.0116195063214931
2001-05-01,0.00795831901980992
2001-06-01,0.00868627568441862
2001-07-01,0.00925818770975582
2001-08-01,0.0108089461277525
2001-09-01,0.0193211488250653
2001-10-01,0.0225865424308545
2001-11-01,0.0153054977347863
2001-12-01,0.0139391868807653
2002-01-01,0.0109622411693057
2002-02-01,0.00954439041959301
2002-03-01,0.00862217623728229
2002-04-01,0.0117513719875925
2002-05-01,0.0121359223300971
2002-06-01,0.0122943517253668
2002-07-01,0.0150606253988513
2002-08-01,0.0153404922297072
2002-09-01,0.0155298624888828
2002-10-01,0.0151033901601089
2002-11-01,0.014418541975475
2002-12-01,0.013863009614668
2003-01-01,0.0158665025304336
2003-02-01,0.0192960135708227
2003-03-01,0.020352202790811
2003-04-01,0.0141042823409279
2003-05-01,0.0122240467068053
2003-06-01,0.0105017502917153
2003-07-01,0.0081986143187067
2003-08-01,0.00933474391685855
2003-09-01,0.00941288328975517
2003-10-01,0.00863322428207924
2003-11-01,0.0106740751571867
2003-12-01,0.00757190484262869
2004-01-01,0.00893137933203346
2004-02-01,0.0101374570446735
2004-03-01,0.0104857557955909
2004-04-01,0.0102094935030496
2004-05-01,0.0112940536127364
2004-06-01,0.00782756002102927
2004-07-01,0.00790378006872852
2004-08-01,0.00973884994727374
2004-09-01,0.00893881741861448
2004-10-01,0.0100546321050796
2004-11-01,0.00846338535414166
2004-12-01,0.00797245877876427
2005-01-01,0.00651001302002604
2005-02-01,0.00781885281791455
2005-03-01,0.00673597114670627
2005-04-01,0.00677301987125665
2005-05-01,0.00874524714828897
2005-06-01,0.00982984594159577
2005-07-01,0.00691134413727359
2005-08-01,0.00679674225112791
2005-09-01,0.0116691729323308
2005-10-01,0.00863060989643268
2005-11-01,0.00862611761742854
2005-12-01,0.00604851682645904
2006-01-01,0.00756871597397424
2006-02-01,0.00469391746528457
2006-03-01,0.00685654008438819
2006-04-01,0.00724334865580164
2006-05-01,0.00761179828734539
2006-06-01,0.00567164179104478
2006-07-01,0.00471283146914666
2006-08-01,0.00714963619107877
2006-09-01,0.00736451186504689
2006-10-01,0.0078972109056722
